Chr3	18872463	18872470	6.143893	-	SRR5874660_peak_7580	18872470	0	0
Chr3	14760765	14760772	5.959824	-	SRR5874660_peak_7112	14760772	0	0
Chr2	18806875	18806882	5.466995	+	SRR5874660_peak_5618	18806882	0	0.00022553
Chr1	29625401	29625408	6.069945	-	SRR5874660_peak_3418	29625408	0	0
Chr1	22879800	22879807	7.220177	+	SRR5874660_peak_2512	22879807	0	0.000480538
Chr1	7235510	7235517	5.699251	+	SRR5874660_peak_796	7235517	0	0.0294093
Chr5	7778026	7778033	6.055905	-	SRR5874660_peak_11095	7778033	0.00369173	0.000917056
Chr4	11470659	11470666	7.228983	+	SRR5874660_peak_9375	11470666	0	0.000238891
Chr4	8695375	8695382	5.959824	-	SRR5874660_peak_8986	8695382	0	0.00446889
Chr1	29833127	29833134	5.943041	+	SRR5874660_peak_3447	29833134	0	0
Chr1	11455039	11455046	5.493942	-	SRR5874660_peak_1439	11455046	0	0.00281499
Chr1	6612553	6612560	6.253515	+	SRR5874660_peak_695	6612560	0	0.000232882
Chr1	17233400	17233407	5.069055	-	SRR5874660_peak_1767	17233407	0.0736384	0.00992286
Chr5	23930342	23930349	6.921593	+	SRR5874660_peak_12704	23930349	0	0
Chr5	3065939	3065946	6.021714	+	SRR5874660_peak_10584	3065946	0	0
Chr5	2821247	2821254	5.100497	+	SRR5874660_peak_10552	2821254	0	0.0381123
Chr3	22364652	22364659	5.520141	+	SRR5874660_peak_8050	22364659	0	0.000223314
Chr4	2719703	2719710	5.699251	-	SRR5874660_peak_8514	2719710	0.00881528	0.00133632
Chr1	29233591	29233598	5.648429	-	SRR5874660_peak_3353	29233598	0	0
Chr4	11023752	11023759	5.096803	-	SRR5874660_peak_9323	11023759	0	0.0549914
Chr4	972313	972320	5.421443	+	SRR5874660_peak_8332	972320	0	0.000466418
Chr3	10715260	10715267	8.648924	+	SRR5874660_peak_6991	10715267	0	0
Chr1	19763647	19763654	5.100780	-	SRR5874660_peak_2126	19763654	0	0.0694186
Chr5	26012669	26012676	6.226229	-	SRR5874660_peak_12985	26012676	0	0.000904359
Chr4	15382033	15382040	6.921593	-	SRR5874660_peak_9883	15382040	0	0
Chr4	10349688	10349695	5.175862	-	SRR5874660_peak_9238	10349695	0	0.000238209
Chr3	19563040	19563047	5.223875	-	SRR5874660_peak_7687	19563047	0	0.000447026
Chr2	18004381	18004388	5.220383	-	SRR5874660_peak_5519	18004388	0	0.00395505
Chr1	23039788	23039795	5.228480	+	SRR5874660_peak_2539	23039795	0	0
Chr1	11023957	11023964	5.223875	+	SRR5874660_peak_1376	11023964	0	0.0564386
Chr1	21744073	21744080	5.069055	+	SRR5874660_peak_2383	21744080	0	0
Chr1	3639556	3639563	5.520141	-	SRR5874660_peak_364	3639563	0	0
Chr3	10067282	10067289	5.100780	-	SRR5874660_peak_6905	10067289	0	0
Chr2	8658606	8658613	7.228983	-	SRR5874660_peak_4242	8658613	0	0.000223914
Chr5	26394511	26394518	5.404193	+	SRR5874660_peak_13044	26394518	0	0
Chr5	20070742	20070749	5.959824	+	SRR5874660_peak_12227	20070749	0	0.00114101
Chr4	16890929	16890936	5.240719	+	SRR5874660_peak_10050	16890936	0	0
Chr3	1726913	1726920	6.226229	+	SRR5874660_peak_5899	1726920	0	0.000462748
Chr1	3398282	3398289	6.971903	+	SRR5874660_peak_341	3398289	0.00356029	0.00307749
Chr5	8775935	8775942	5.593107	+	SRR5874660_peak_11240	8775942	0	0.000696051
Chr4	11720196	11720203	5.111523	+	SRR5874660_peak_9409	11720203	0	0.00224098
Chr2	7165540	7165547	5.112617	-	SRR5874660_peak_4012	7165547	0	0.000264971
Chr1	23716110	23716117	5.000449	+	SRR5874660_peak_2627	23716117	0	0.022131
Chr3	3866584	3866591	7.895152	-	SRR5874660_peak_6076	3866591	0	0
Chr1	25617515	25617522	6.024076	-	SRR5874660_peak_2871	25617522	0	0
Chr5	17524802	17524809	6.143893	+	SRR5874660_peak_11874	17524809	0	0
Chr2	9369295	9369302	6.218132	-	SRR5874660_peak_4348	9369302	0	0
Chr2	8429947	8429954	5.320762	-	SRR5874660_peak_4205	8429954	0	0.000454959
Chr1	28589651	28589658	5.100497	+	SRR5874660_peak_3280	28589658	0	0.000227376
Chr1	19474784	19474791	7.895152	-	SRR5874660_peak_2073	19474791	0	0.000902726
Chr1	7322828	7322835	5.593107	-	SRR5874660_peak_808	7322835	0	0.0278854
Chr1	8560223	8560230	5.656526	+	SRR5874660_peak_1009	8560230	0	0.00703934
Chr1	8145196	8145203	6.143632	-	SRR5874660_peak_946	8145203	0	0.000227169
Chr1	18304993	18305000	5.959824	-	SRR5874660_peak_1904	18305000	0	0
Chr5	23161950	23161957	6.069945	+	SRR5874660_peak_12613	23161957	0	0
Chr2	14267989	14267996	7.789880	-	SRR5874660_peak_5070	14267996	0	0
Chr1	22887216	22887223	7.170962	-	SRR5874660_peak_2518	22887223	0	0.0225605
Chr1	21024504	21024511	6.235710	-	SRR5874660_peak_2291	21024511	0	0
Chr5	13521769	13521776	5.551254	-	SRR5874660_peak_11442	13521776	0	0
Chr5	4185022	4185029	5.671688	+	SRR5874660_peak_10704	4185029	0	0
Chr3	1679332	1679339	5.111523	-	SRR5874660_peak_5894	1679339	0	0.000238436
Chr1	26318607	26318614	5.671688	-	SRR5874660_peak_2994	26318614	0.00183908	0.000459138
Chr5	2233924	2233931	6.410298	+	SRR5874660_peak_10488	2233931	0.466867	0.117213
Chr4	11240670	11240677	5.269385	-	SRR5874660_peak_9341	11240677	0.00180424	0.000449846
Chr2	7623723	7623730	5.240719	+	SRR5874660_peak_4084	7623730	0	0.000231804
Chr3	6536685	6536692	5.502039	+	SRR5874660_peak_6383	6536692	0	0
Chr2	7767724	7767731	5.235194	+	SRR5874660_peak_4110	7767731	0	0.00112865
Chr4	6840237	6840244	8.060500	-	SRR5874660_peak_8712	6840244	0	0.000232882
Chr3	23050010	23050017	6.235710	-	SRR5874660_peak_8136	23050017	0	0
Chr2	799618	799625	5.946125	-	SRR5874660_peak_3638	799625	0	0
Chr1	22095236	22095243	6.408293	-	SRR5874660_peak_2419	22095243	0	0.000461466
Chr5	19053561	19053568	5.466995	+	SRR5874660_peak_12083	19053568	0	0
Chr3	17097447	17097454	6.980001	-	SRR5874660_peak_7297	17097454	0	0.00939332
Chr2	3256711	3256718	5.727988	-	SRR5874660_peak_3836	3256718	0	0
Chr5	3173276	3173283	7.708113	+	SRR5874660_peak_10595	3173283	0	0
Chr4	12220109	12220116	6.055905	-	SRR5874660_peak_9492	12220116	0	0.000919529
Chr4	6908201	6908208	8.683580	+	SRR5874660_peak_8731	6908208	0	0.0615972
Chr2	10863150	10863157	5.069055	-	SRR5874660_peak_4589	10863157	0	0.00154078
Chr1	9952996	9953003	5.421443	-	SRR5874660_peak_1205	9953003	0	0.00156594
Chr3	15986786	15986793	5.883323	-	SRR5874660_peak_7154	15986793	0	0
Chr3	1617341	1617348	5.593979	-	SRR5874660_peak_5884	1617348	0	0
Chr1	9647451	9647458	7.708113	-	SRR5874660_peak_1161	9647458	0	0.000233754
Chr4	16801361	16801368	5.069055	+	SRR5874660_peak_10040	16801368	0	0
Chr2	8108769	8108776	6.069945	+	SRR5874660_peak_4160	8108776	0	0
Chr2	2590607	2590614	5.699251	+	SRR5874660_peak_3816	2590614	0	0.0430349
Chr2	6985495	6985502	7.895152	-	SRR5874660_peak_3989	6985502	0	0.00148087
Chr2	3269335	3269342	5.551254	+	SRR5874660_peak_3837	3269342	0	0
Chr5	8355698	8355705	6.647156	+	SRR5874660_peak_11164	8355705	0	0.00957032
Chr2	12377009	12377016	5.375600	+	SRR5874660_peak_4805	12377016	0	0.0105984
Chr1	30303025	30303032	6.921593	+	SRR5874660_peak_3489	30303032	0	0
Chr1	20567346	20567353	6.971903	+	SRR5874660_peak_2222	20567353	0	0
Chr4	8614146	8614153	5.208687	+	SRR5874660_peak_8976	8614153	0	0
Chr3	16755480	16755487	6.218132	-	SRR5874660_peak_7249	16755487	0	0
Chr1	28095728	28095735	5.421443	-	SRR5874660_peak_3204	28095735	0	0.00513401
Chr4	17502452	17502459	7.036108	+	SRR5874660_peak_10128	17502459	0	0
Chr3	5050165	5050172	5.648429	-	SRR5874660_peak_6205	5050172	0	0
Chr2	13005688	13005695	6.997181	+	SRR5874660_peak_4921	13005695	0	0
Chr2	10801161	10801168	5.269385	-	SRR5874660_peak_4572	10801168	0	0
Chr2	9935725	9935732	5.175862	+	SRR5874660_peak_4457	9935732	0	0
Chr1	17763635	17763642	5.699251	+	SRR5874660_peak_1825	17763642	0	0
Chr5	25259155	25259162	6.971903	+	SRR5874660_peak_12883	25259162	0	0
Chr2	10863159	10863166	6.921593	-	SRR5874660_peak_4589	10863166	0	0
Chr4	12769946	12769953	6.218132	+	SRR5874660_peak_9568	12769953	0	0
Chr1	18948136	18948143	6.408293	-	SRR5874660_peak_1996	18948143	0	0.000228833
Chr2	18909360	18909367	5.100497	+	SRR5874660_peak_5638	18909367	0	0
Chr3	7933800	7933807	5.558147	+	SRR5874660_peak_6567	7933807	0	0.00316625
Chr2	13139168	13139175	5.452884	-	SRR5874660_peak_4937	13139175	0	0.000223714
Chr5	15954636	15954643	5.668526	-	SRR5874660_peak_11652	15954643	0	0
Chr1	2548358	2548365	6.024076	+	SRR5874660_peak_263	2548365	0.00374006	0.0353869
Chr4	9287350	9287357	5.240719	+	SRR5874660_peak_9065	9287357	0	0.0686635
Chr2	429069	429076	5.421443	-	SRR5874660_peak_3581	429076	0	0.0202722
Chr1	26133190	26133197	5.100497	-	SRR5874660_peak_2961	26133197	0	0.0625
Chr1	11801080	11801087	5.390121	-	SRR5874660_peak_1489	11801087	0	0.191958
Chr5	7228652	7228659	5.959824	+	SRR5874660_peak_11035	7228659	0	0.000226757
Chr5	1519675	1519682	8.648924	+	SRR5874660_peak_10417	1519682	0	0
Chr4	16659526	16659533	6.024076	-	SRR5874660_peak_10026	16659533	0	0
Chr4	7256345	7256352	5.452884	+	SRR5874660_peak_8773	7256352	0	0.00200939
Chr4	3356250	3356257	5.367185	+	SRR5874660_peak_8522	3356257	0	0.000457665
Chr3	15207322	15207329	6.235710	+	SRR5874660_peak_7118	15207329	0	0.00459191
Chr2	8117961	8117968	8.648924	+	SRR5874660_peak_4163	8117968	0	0
Chr1	24930928	24930935	7.895152	-	SRR5874660_peak_2788	24930935	0	0.000224518
Chr4	193419	193426	5.111523	-	SRR5874660_peak_8216	193426	0	0.000226551
Chr2	1823098	1823105	6.980001	+	SRR5874660_peak_3763	1823105	0	0
Chr1	29806018	29806025	6.143893	-	SRR5874660_peak_3442	29806025	0	0.0776908
Chr1	20870706	20870713	5.375600	+	SRR5874660_peak_2267	20870713	0	0
Chr1	7250884	7250891	5.959824	-	SRR5874660_peak_801	7250891	0.00559437	0.00256573
Chr4	9650906	9650913	6.216187	+	SRR5874660_peak_9122	9650913	0	0.000223714
Chr5	8856619	8856626	5.466995	-	SRR5874660_peak_11251	8856626	0	0.000255493
Chr3	18814824	18814831	5.359088	+	SRR5874660_peak_7563	18814831	0	0.000225326
Chr3	17642945	17642952	6.143632	+	SRR5874660_peak_7388	17642952	0	0.032311
Chr1	11801084	11801091	6.605903	+	SRR5874660_peak_1489	11801091	0	0.1302
Chr1	21030685	21030692	5.223875	+	SRR5874660_peak_2293	21030692	0	0.00248507
Chr3	10591439	10591446	5.551254	+	SRR5874660_peak_6984	10591446	0	0.000228415
Chr2	9939618	9939625	5.367185	-	SRR5874660_peak_4460	9939625	0	0
Chr1	22477946	22477953	5.520141	+	SRR5874660_peak_2470	22477953	0	0.00399898
Chr1	20948270	20948277	6.044523	-	SRR5874660_peak_2277	20948277	0	0
Chr1	9448922	9448929	5.367185	+	SRR5874660_peak_1135	9448929	0	0
Chr1	22630214	22630221	6.112859	+	SRR5874660_peak_2484	22630221	0	0.061966
Chr5	19183616	19183623	6.226229	+	SRR5874660_peak_12109	19183623	0	0
Chr4	11157707	11157714	6.417191	-	SRR5874660_peak_9329	11157714	0	0.0625065
Chr2	15750639	15750646	6.897403	+	SRR5874660_peak_5250	15750646	0	0.00645494
Chr1	20210416	20210423	5.551254	-	SRR5874660_peak_2185	20210423	0	0.0124249
Chr4	11972904	11972911	5.367185	-	SRR5874660_peak_9450	11972911	0.00909487	0.00113686
Chr3	12104364	12104371	5.728399	+	SRR5874660_peak_7088	12104371	0	0.000457246
Chr3	7063705	7063712	5.100497	+	SRR5874660_peak_6439	7063712	0	0
Chr2	18864988	18864995	5.959824	-	SRR5874660_peak_5630	18864995	0	0
Chr1	11412299	11412306	7.228983	+	SRR5874660_peak_1429	11412306	0	0.000228415
Chr5	19308770	19308777	8.683580	+	SRR5874660_peak_12134	19308777	0	0.00044583
Chr2	17357880	17357887	5.959824	-	SRR5874660_peak_5439	17357887	0.165094	0.0206367
Chr1	20594463	20594470	7.708113	+	SRR5874660_peak_2227	20594470	0	0
Chr5	24908457	24908464	5.320762	+	SRR5874660_peak_12828	24908464	0	0
Chr5	15814529	15814536	6.218132	+	SRR5874660_peak_11631	15814536	0	0
Chr5	23658455	23658462	5.100497	-	SRR5874660_peak_12672	23658462	0	0
Chr2	8542599	8542606	6.374101	-	SRR5874660_peak_4227	8542606	0	0
Chr2	6758534	6758541	5.558147	-	SRR5874660_peak_3954	6758541	0	0
Chr4	13079132	13079139	6.980001	+	SRR5874660_peak_9608	13079139	0	0
Chr3	18669963	18669970	5.111523	-	SRR5874660_peak_7541	18669970	0	0
Chr3	19505402	19505409	5.668526	+	SRR5874660_peak_7677	19505409	0	0
Chr2	8567415	8567422	6.897403	+	SRR5874660_peak_4232	8567422	0	0
Chr1	23635438	23635445	5.284849	-	SRR5874660_peak_2613	23635445	0	0.000691145
Chr1	20177235	20177242	5.656526	+	SRR5874660_peak_2178	20177242	0	0
Chr1	28285073	28285080	7.708113	-	SRR5874660_peak_3230	28285080	0.00185271	0.00364781
Chr1	24056395	24056402	5.100497	+	SRR5874660_peak_2678	24056402	0	0.00202199
Chr1	13116402	13116409	5.100497	-	SRR5874660_peak_1628	13116409	0	0.0307814
Chr1	16931627	16931634	5.281253	-	SRR5874660_peak_1738	16931634	0	0
Chr3	21276012	21276019	5.465005	-	SRR5874660_peak_7905	21276019	0	0.0580821
Chr2	14909803	14909810	6.038360	+	SRR5874660_peak_5139	14909810	0	0
Chr1	17402271	17402278	5.573929	+	SRR5874660_peak_1793	17402278	0	0.000238436
Chr1	17478668	17478675	5.096803	-	SRR5874660_peak_1803	17478675	0	0
Chr5	3092597	3092604	5.656526	+	SRR5874660_peak_10590	3092604	0	0
Chr3	6540676	6540683	5.546956	+	SRR5874660_peak_6385	6540683	0	0.0004831
Chr1	22936990	22936997	5.100497	-	SRR5874660_peak_2525	22936997	0	0
Chr1	12351234	12351241	5.281253	+	SRR5874660_peak_1571	12351241	0	0.000226964
Chr4	11968475	11968482	5.100780	-	SRR5874660_peak_9448	11968482	0	0.00906639
Chr4	1041690	1041697	7.031372	+	SRR5874660_peak_8342	1041697	0	0
Chr3	17135840	17135847	6.226229	+	SRR5874660_peak_7301	17135847	0	0.000230096
