Chr1	22157400	22157407	7.895152	-	22157407	22157407	0	0	8
Chr1	9248025	9248032	6.044523	-	9248032	9248032	0	0.00553065	8
Chr1	8428234	8428241	6.235710	+	8428241	8428241	0	0	8
Chr1	17900293	17900300	6.226229	-	17900300	17900300	0	0.0473821	8
Chr1	12189150	12189157	8.079221	-	12189157	12189157	0	0.000684516	8
Chr1	9547944	9547951	7.895152	+	9547951	9547951	0	0.00880424	8
Chr1	15690515	15690522	7.170962	+	15690522	15690522	0.00450957	0.0759141	8
Chr1	4010883	4010890	6.291605	-	4010890	4010890	0	0.101231	8
Chr1	28783944	28783951	6.296230	-	28783951	28783951	0	0.0309781	8
Chr1	3066989	3066996	6.035025	+	3066996	3066996	0	0.0301826	8
Chr1	1603022	1603029	7.895152	+	1603029	1603029	0	0.0351154	8
Chr1	7280350	7280357	6.112859	+	7280357	7280357	0	0.000225124	8
Chr1	16833149	16833156	6.226229	+	16833156	16833156	0	0.00489639	8
Chr1	10471601	10471608	6.069945	+	10471608	10471608	0	0.0571981	8
Chr1	7771268	7771275	6.120957	+	7771275	7771275	0	0	8
Chr1	28672477	28672484	6.921593	+	28672484	28672484	0	0	8
Chr1	8434987	8434994	6.298513	-	8434994	8434994	0	0	8
Chr1	23026811	23026818	8.648924	+	23026818	23026818	0	0.00561212	8
Chr1	3102119	3102126	6.997181	+	3102126	3102126	0	0	8
Chr1	5477300	5477307	6.069945	+	5477307	5477307	0	0	8
Chr1	13905818	13905825	6.713596	+	13905825	13905825	0	0	8
Chr1	12786288	12786295	6.408830	+	12786295	12786295	0	0	8
Chr1	26103691	26103698	7.789880	-	26103698	26103698	0	0	8
Chr1	28656898	28656905	8.683580	+	28656905	28656905	0	0	8
Chr1	27046274	27046281	6.417191	+	27046281	27046281	0	0	8
Chr1	4076426	4076433	6.410298	+	4076433	4076433	0	0	8
Chr1	11475582	11475589	7.220177	-	11475589	11475589	0	0.000739275	8
Chr1	24736908	24736915	6.218132	+	24736915	24736915	0	0.00134628	8
Chr1	3229051	3229058	7.228983	-	3229058	3229058	0	0	8
Chr1	22960229	22960236	6.218132	+	22960236	22960236	0	0.0452951	8
Chr1	26848592	26848599	7.708113	+	26848599	26848599	0	0	8
Chr1	5472052	5472059	6.035025	+	5472059	5472059	0	0.000277315	8
Chr1	4587067	4587074	6.216187	+	4587074	4587074	0.47087	0.118876	8
Chr1	12109237	12109244	6.311918	-	12109244	12109244	0	0.000688385	8
Chr1	13303438	13303445	6.713596	-	13303445	13303445	0	0.0327892	8
Chr1	5729918	5729925	6.921593	-	5729925	5729925	0	0	8
Chr1	1012648	1012655	6.296230	+	1012655	1012655	0.00372612	0.000465765	8
Chr1	18154229	18154236	6.566120	+	18154236	18154236	0.00181571	0.000226964	8
Chr1	19561852	19561859	6.253515	+	19561859	19561859	0.125956	0.0159696	8
Chr1	8906267	8906274	6.226229	-	8906274	8906274	0	0	8
Chr1	6346711	6346718	6.021714	+	6346718	6346718	0	0	8
Chr1	9796687	9796694	6.971903	-	9796694	9796694	0	0	8
Chr1	23684234	23684241	6.112859	+	23684241	23684241	0	0	8
Chr1	18169910	18169917	6.980001	+	18169917	18169917	0	0	8
Chr1	8501849	8501856	6.226229	+	8501856	8501856	0	0.0185648	8
Chr1	22823885	22823892	6.226229	-	22823892	22823892	0	0.00209893	8
Chr1	5360807	5360814	6.075964	-	5360814	5360814	0	0	8
Chr1	2374343	2374350	6.921593	-	2374350	2374350	0	0	8
Chr1	4220261	4220268	6.055905	+	4220268	4220268	0	0.00023753	8
Chr1	27610796	27610803	7.170962	-	27610803	27610803	0	0.000222321	8
Chr1	17976272	17976279	6.408293	+	17976279	17976279	0	0.00136422	8
Chr1	1922679	1922686	7.895152	-	1922686	1922686	0	0	8
Chr1	13346489	13346496	6.410298	+	13346496	13346496	0.00486912	0.0189478	8
Chr1	8399491	8399498	7.895152	-	8399498	8399498	0	0	8
Chr1	19686307	19686314	6.055905	+	19686314	19686314	0	0	8
Chr1	24751389	24751396	6.713596	-	24751396	24751396	0.0111159	0.0122858	8
Chr1	13041539	13041546	6.055905	+	13041546	13041546	0	0.00972024	8
Chr1	16072700	16072707	6.226229	+	16072704	16072704	0	0.00245211	8
Chr1	26111647	26111654	6.226229	-	26111654	26111654	0	0.00544314	8
Chr1	23189063	23189070	6.647156	-	23189070	23189070	0.405879	0.0520948	8
Chr1	3296093	3296100	6.980001	+	3296100	3296100	0.0230407	0.00288009	8
Chr1	21179333	21179340	6.218132	-	21179340	21179340	0	0.000309981	8
Chr1	1063641	1063648	7.228983	-	1063648	1063648	0	0	8
Chr1	7806509	7806516	6.980001	-	7806516	7806516	0	0	8
Chr1	1320297	1320304	6.298513	+	1320304	1320304	0	0	8
Chr1	16974786	16974793	6.713596	+	16974793	16974793	0	0.000426985	8
Chr1	14367926	14367933	6.453023	-	14367933	14367933	0	0	8
Chr1	2071882	2071889	6.402200	-	2071889	2071889	0	0	8
Chr1	3775229	3775236	8.648924	-	3775236	3775236	0.0106099	0.0137625	8
Chr1	4433693	4433700	6.024076	+	4433700	4433700	0.428571	0.0535714	8
Chr1	21471515	21471522	6.417191	+	21471522	21471522	0	0	8
Chr1	9863548	9863555	6.408293	-	9863555	9863555	0	0	8
Chr1	17485365	17485372	6.417191	-	17485372	17485372	0	0	8
Chr1	16179914	16179921	6.226229	-	16179921	16179921	0	0.000683367	8
Chr1	1222026	1222033	6.417191	+	1222033	1222033	0	0	8
Chr1	2423966	2423973	7.708113	+	2423973	2423973	0	0	8
Chr1	22340920	22340927	6.921593	+	22340927	22340927	0	0	8
Chr1	19708343	19708350	6.921593	-	19708350	19708350	0	0	8
Chr1	28211555	28211562	6.143893	-	28211562	28211562	0	0	8
Chr1	25974251	25974258	6.408293	-	25974258	25974258	0	0	8
Chr1	22829230	22829237	6.120957	+	22829237	22829237	0.0647105	0.0187189	8
Chr1	30079331	30079338	6.605903	+	30079338	30079338	0	0.00482546	8
Chr1	29344240	29344247	6.075964	-	29344247	29344247	0.00178811	0.000223514	8
Chr1	23753584	23753591	6.055905	+	23753591	23753591	0	0.000253936	8
Chr1	4392028	4392035	6.453023	-	4392035	4392035	0.0141774	0.00177217	8
Chr1	19217430	19217437	6.408830	+	19217437	19217437	0	0.000450045	8
Chr1	18647945	18647952	6.253515	-	18647952	18647952	0	0.00254085	8
Chr1	12020414	12020421	6.291605	-	12020421	12020421	0	0.000713721	8
Chr1	19703093	19703100	6.971903	-	19703100	19703100	0	0	8
Chr1	21716273	21716280	6.253515	-	21716280	21716280	0	0.00134114	8
Chr1	20217120	20217127	6.143893	+	20217127	20217127	0.00177699	0.000222124	8
Chr1	1541672	1541679	7.228983	-	1541679	1541679	0	0	8
Chr1	7650828	7650835	7.895152	+	7650835	7650835	0	0	8
Chr1	18706859	18706866	6.143632	-	18706866	18706866	0.14461	0.0180762	8
Chr1	12724756	12724763	6.921593	-	12724763	12724763	0	0	8
Chr1	4382733	4382740	6.143893	-	4382740	4382740	0	0	8
Chr1	1887185	1887192	6.226229	-	1887192	1887192	0	0.00780025	8
Chr1	2543166	2543173	6.410298	+	2543173	2543173	0	0	8
Chr1	29121525	29121532	6.120957	-	29121532	29121532	0	0.000464899	8
Chr1	13773555	13773562	6.075964	+	13773562	13773562	0	0	8
Chr1	17559965	17559972	6.218132	-	17559972	17559972	0	0	8
Chr1	6617495	6617502	6.218132	-	6617502	6617502	0	0	8
Chr1	6850763	6850770	6.713596	-	6850770	6850770	0	0	8
Chr1	1482769	1482776	6.402200	+	1482776	1482776	0	0.047636	8
Chr1	16546476	16546483	6.253515	-	16546483	16546483	0	0.0697502	8
Chr1	27706323	27706330	6.218132	+	27706330	27706330	0	0	8
Chr1	23064934	23064941	6.226229	-	23064941	23064941	0	0.00546463	8
Chr1	21540865	21540872	7.031372	+	21540872	21540872	0	0.000224719	8
Chr1	17713094	17713101	6.997181	+	17713101	17713101	0.00191846	0.00393621	8
Chr1	20750096	20750103	6.218132	+	20750103	20750103	0	0.0150507	8
Chr1	12229586	12229593	6.226229	+	12229593	12229593	0.00203977	0.000254971	8
Chr1	10073460	10073467	6.055905	+	10073467	10073467	0	0	8
Chr1	30121219	30121226	6.605903	+	30121226	30121226	0	0	8
Chr1	21640337	21640344	6.055905	-	21640344	21640344	0	0.0293755	8
Chr1	16030588	16030595	6.374101	-	16030595	16030595	0.393447	0.0491809	8
Chr1	15685017	15685024	6.143632	-	15685024	15685024	0	0	8
Chr1	16554420	16554427	6.605903	-	16554427	16554427	0	0	8
Chr1	2218378	2218385	6.112859	+	2218385	2218385	0	0	8
Chr1	9173330	9173337	6.055905	-	9173337	9173337	0	0.00830539	8
Chr1	11181171	11181178	6.218132	-	11181178	11181178	0	0.000290529	8
Chr1	2610026	2610033	6.300728	-	2610033	2610033	0	0	8
Chr1	2042964	2042971	6.402200	+	2042971	2042971	0	0	8
Chr1	8500600	8500607	6.226229	+	8500607	8500607	0	0	8
Chr1	10073466	10073473	6.143893	-	10073473	10073473	0	0.000228624	8
Chr1	19577647	19577654	6.997181	+	19577654	19577654	0	0.00766775	8
Chr1	30359624	30359631	6.296230	-	30359631	30359631	0	0	8
Chr1	19379902	19379909	7.895152	-	19379909	19379909	0	0.00131233	8
Chr1	3250142	3250149	6.044523	-	3250149	3250149	0	0.00787111	8
Chr1	5079164	5079171	6.226229	+	5079171	5079171	0	0.00229222	8
Chr1	16063510	16063517	6.296230	+	16063517	16063517	0	0.0334501	8
Chr1	9316132	9316139	6.044523	-	9316139	9316139	0	0.00684211	8
Chr1	21421761	21421768	7.895152	-	21421768	21421768	0.0106225	0.00132781	8
Chr1	5787766	5787773	6.351067	-	5787773	5787773	0.00715236	0.000894045	8
Chr1	1529784	1529791	6.075964	-	1529791	1529791	0	0	8
Chr1	9754885	9754892	8.648924	+	9754892	9754892	0.0204933	0.00256166	8
Chr1	12470802	12470809	6.120957	+	12470809	12470809	0	0.048667	8
Chr1	12232280	12232287	6.143632	+	12232287	12232287	0	0.000668744	8
Chr1	16826760	16826767	6.143632	-	16826767	16826767	0.00327064	0.00040883	8
Chr1	6134532	6134539	6.971903	+	6134539	6134539	0.00180424	0.00022553	8
Chr1	28100406	28100413	7.036108	-	28100413	28100413	0.479049	0.0598811	8
Chr1	387395	387402	8.648924	+	387402	387402	0	0	8
Chr1	29354689	29354696	6.055905	-	29354696	29354696	0	0	8
Chr1	12834669	12834676	7.031372	+	12834676	12834676	0	0	8
Chr1	30009856	30009863	6.044523	+	30009863	30009863	0.00712053	0.000890066	8
Chr1	28804747	28804754	6.226229	+	28804754	28804754	0	0	8
Chr1	25307646	25307653	6.143632	+	25307653	25307653	0	0	8
Chr1	7547196	7547203	7.036108	+	7547203	7547203	0	0	8
Chr1	24480295	24480302	6.298513	+	24480302	24480302	0	0	8
Chr1	11382822	11382829	7.031372	-	11382829	11382829	0	0.000227169	8
Chr1	13147501	13147508	6.143893	-	13147508	13147508	0	0.0250245	8
Chr1	8702032	8702039	6.374101	-	8702039	8702039	0.00729586	0.000911983	8
Chr1	23040053	23040060	6.921593	+	23040060	23040060	0	0	8
Chr1	23147261	23147268	6.226229	+	23147268	23147268	0	0.00301901	8
Chr1	21675752	21675759	6.218132	-	21675759	21675759	0	0.0104606	8
Chr1	24916265	24916272	7.031372	+	24916272	24916272	0	0.0222841	8
Chr1	22894931	22894938	6.408830	+	22894938	22894938	0	0.00146301	8
Chr1	28127876	28127883	6.218132	-	28127883	28127883	0	0.0283609	8
Chr1	2727673	2727680	6.112859	+	2727680	2727680	0.0018075	0.000672565	8
Chr1	25583966	25583973	6.713596	+	25583973	25583973	0	0.000464899	8
Chr1	15529041	15529048	6.410298	+	15529048	15529048	0	0.000884555	8
Chr1	5504855	5504862	6.143893	-	5504862	5504862	0	0	8
Chr1	22538415	22538422	6.216187	-	22538422	22538422	0	0.00243232	8
Chr1	16564864	16564871	6.410298	+	16564871	16564871	0	0	8
Chr1	15077494	15077501	6.410298	+	15077501	15077501	0	0	8
Chr1	1062406	1062413	7.228983	-	1062413	1062413	0	0	8
Chr1	20024578	20024585	8.648924	-	20024585	20024585	0	0.00045372	8
Chr1	22392021	22392028	7.708113	+	22392028	22392028	0	0.130934	8
Chr1	18621723	18621730	6.218132	+	18621730	18621730	0	0	8
Chr1	7257934	7257941	6.921593	+	7257941	7257941	0.102003	0.0127504	8
Chr1	12862344	12862351	6.055905	-	12862351	12862351	0.0215609	0.00324729	8
Chr1	26194017	26194024	6.120957	+	26194024	26194024	0.00902918	0.00112865	8
Chr1	16126117	16126124	6.921593	+	16126124	16126124	0	0	8
Chr1	12629078	12629085	6.035025	+	12629085	12629085	0.00441743	0.00413354	8
Chr1	767154	767161	8.683580	+	767161	767161	0	0	8
Chr1	12921256	12921263	6.069945	-	12921263	12921263	0	0.000997251	8
Chr1	9619746	9619753	6.253515	-	9619753	9619753	0	0	8
Chr1	25517023	25517030	6.226229	-	25517030	25517030	0	0.000226346	8
Chr1	21034013	21034020	6.253515	-	21034020	21034020	0	0.0274588	8
Chr1	26120840	26120847	6.410298	+	26120847	26120847	0.00181241	0.0558334	8
Chr1	22691943	22691950	6.218132	-	22691950	22691950	0	0	8
Chr1	4148221	4148228	7.789880	-	4148228	4148228	0	0	8
Chr1	2277327	2277334	6.218132	-	2277334	2277334	0.0552884	0.00691105	8
Chr1	18599578	18599585	6.980001	+	18599585	18599585	0	0	8
Chr1	26664099	26664106	6.226229	-	26664106	26664106	0	0.000696051	8
Chr1	26173183	26173190	6.971903	-	26173190	26173190	0	0.0132349	8
Chr1	22996897	22996904	6.044523	-	22996904	22996904	0	0	8
Chr1	27538757	27538764	6.566120	+	27538764	27538764	0	0	8
Chr1	27574062	27574069	6.218132	-	27574069	27574069	0.0234943	0.0157039	8
Chr1	24063986	24063993	6.713596	+	24063993	24063993	0.027581	0.00344763	8
Chr1	25675803	25675810	7.228983	-	25675810	25675810	0	0.00843129	8
Chr1	25219813	25219820	6.253515	-	25219820	25219820	0	0.0169109	8
Chr1	29239274	29239281	6.024076	-	29239281	29239281	0	0.00023245	8
Chr1	26327521	26327528	7.228983	+	26327528	26327528	0	0.0208645	8
Chr1	24397717	24397724	6.980001	-	24397724	24397724	0.20878	0.0301629	8
Chr1	23940796	23940803	6.298513	-	23940803	23940803	0	0.000507355	8
Chr1	2272077	2272084	6.417191	+	2272084	2272084	0	0	8
Chr1	4745357	4745364	6.408830	+	4745364	4745364	0	0	8
Chr1	21908737	21908744	6.044523	+	21908744	21908744	0	0.000451264	8
Chr1	24621754	24621761	7.325449	-	24621761	24621761	0	0.0202825	8
Chr1	11551647	11551654	6.088084	+	11551654	11551654	0	0	8
Chr1	9931654	9931661	8.060500	+	9931661	9931661	0	0	8
Chr1	6000892	6000899	8.683580	+	6000899	6000899	0	0	8
Chr1	17330750	17330757	6.120957	-	17330757	17330757	0	0.00345864	8
Chr1	12169432	12169439	6.218132	-	12169439	12169439	0.0561681	0.00747005	8
Chr1	11610559	11610566	6.038360	-	11610566	11610566	0	0.0121201	8
Chr1	3205649	3205656	6.226229	+	3205656	3205656	0	0	8
Chr1	4295005	4295012	6.921593	+	4295012	4295012	0	0	8
Chr1	23198268	23198275	7.228983	-	23198275	23198275	0	0	8
Chr1	11678580	11678587	7.789880	+	11678587	11678587	0	0	8
Chr1	30397743	30397750	7.708113	+	30397750	30397750	0	0	8
Chr1	1688208	1688215	8.079221	-	1688215	1688215	0	0.00289618	8
Chr1	16481075	16481082	6.417191	-	16481082	16481082	0	0	8
Chr1	25427991	25427998	6.069945	-	25427998	25427998	0	0.000267809	8
Chr1	20286518	20286525	7.325449	+	20286525	20286525	0	0.00420049	8
Chr1	14870731	14870738	7.228983	-	14870738	14870738	0	0	8
Chr1	8745400	8745407	6.120957	-	8745407	8745407	0	0.00022779	8
Chr1	25988707	25988714	6.980001	-	25988714	25988714	0	0.0690851	8
Chr1	18609838	18609845	6.980001	-	18609845	18609845	0	0.0066809	8
Chr1	29253971	29253978	6.226229	+	29253978	29253978	0	0.000886122	8
Chr1	23018879	23018886	6.410298	+	23018886	23018886	0	0	8
Chr1	1919986	1919993	6.408830	-	1919993	1919993	0	0	8
Chr1	13038844	13038851	6.713596	-	13038851	13038851	0	0	8
Chr1	9987902	9987909	6.218132	-	9987909	9987909	0	0.00991696	8
Chr1	5820458	5820465	6.112859	-	5820465	5820465	0	0	8
Chr1	10526260	10526267	6.298513	-	10526267	10526267	0	0.000491641	8
Chr1	6465826	6465833	6.226229	+	6465833	6465833	0	0	8
Chr1	14035083	14035090	7.228983	+	14035090	14035090	0	0.0028285	8
Chr1	947978	947985	6.298513	+	947985	947985	0	0	8
Chr1	16508363	16508370	6.971903	+	16508370	16508370	0	0	8
Chr1	9020067	9020074	7.789880	+	9020074	9020074	0	0.00587039	8
Chr1	29541891	29541898	6.143893	+	29541898	29541898	0	0	8
Chr1	26741390	26741397	6.296230	-	26741397	26741397	0	0	8
Chr1	10079968	10079975	7.228983	-	10079975	10079975	0.330514	0.0413142	8
Chr1	14731903	14731910	6.253515	+	14731910	14731910	0	0	8
Chr1	30419781	30419788	6.298513	+	30419788	30419788	0	0	8
Chr1	6560044	6560051	7.708113	-	6560051	6560051	0	0	8
Chr1	23349016	23349023	6.120957	+	23349023	23349023	0	0	8
Chr1	27981409	27981416	6.713596	-	27981416	27981416	0	0.021422	8
Chr1	25294800	25294807	6.075964	-	25294807	25294807	0	0	8
Chr1	23121040	23121047	6.408293	-	23121047	23121047	0	0	8
Chr1	24028319	24028326	6.253515	-	24028326	24028326	0.0399656	0.058422	8
Chr1	25574779	25574786	6.605903	-	25574786	25574786	0	0	8
Chr1	28764320	28764327	7.170962	-	28764327	28764327	0	0.000445434	8
Chr1	5749650	5749657	6.218132	+	5749657	5749657	0	0	8
Chr1	9843821	9843828	6.971903	+	9843828	9843828	0	0.0135047	8
Chr1	955927	955934	6.226229	-	955934	955934	0.00544708	0.000680885	8
Chr1	869434	869441	6.298513	-	869441	869441	0.00178492	0.000223115	8
Chr1	22437700	22437707	8.648924	-	22437707	22437707	0	0.00287444	8
Chr1	24234009	24234016	7.895152	+	24234016	24234016	0	0.0115396	8
Chr1	23872690	23872697	6.417191	+	23872697	23872697	0	0.000224719	8
Chr1	147859	147866	6.713596	-	147866	147866	0	0	8
Chr1	3030331	3030338	6.143632	+	3030338	3030338	0	0	8
Chr1	7109912	7109919	6.713596	+	7109919	7109919	0	0.000226346	8
Chr1	11653920	11653927	8.648924	+	11653927	11653927	0.0483035	0.0229886	8
Chr1	25519836	25519843	6.218132	-	25519843	25519843	0	0.0567011	8
Chr1	8256987	8256994	7.220177	+	8256994	8256994	0	0.000229043	8
Chr1	21031571	21031578	7.036108	-	21031578	21031578	0	0	8
Chr1	27903976	27903983	6.226229	+	27903983	27903983	0	0.000683367	8
Chr1	14481789	14481796	7.228983	+	14481796	14481796	0	0	8
Chr1	26590964	26590971	6.226229	-	26590971	26590971	0	0	8
Chr1	9752081	9752088	6.410298	+	9752088	9752088	0	0.00111257	8
Chr1	8186079	8186086	6.410298	+	8186086	8186086	0	0.0547158	8
Chr1	23189071	23189078	6.980001	-	23189078	23189078	0	0	8
Chr1	11115704	11115711	7.031372	-	11115711	11115711	0	0	8
Chr1	19974233	19974240	6.120957	+	19974240	19974240	0	0	8
Chr1	29422795	29422802	6.453023	-	29422802	29422802	0	0.00157015	8
Chr1	25993898	25993905	7.170962	+	25993905	25993905	0.00316205	0.000800771	8
Chr1	17460395	17460402	6.408830	+	17460402	17460402	0	0	8
Chr1	19999210	19999217	6.253515	-	19999217	19999217	0	0	8
Chr1	27758578	27758585	6.410298	-	27758585	27758585	0	0.000233754	8
Chr1	1239069	1239076	6.253515	+	1239076	1239076	0	0	8
Chr1	13413352	13413359	6.713596	+	13413359	13413359	0	0	8
Chr1	20879707	20879714	7.895152	+	20879714	20879714	0	0	8
Chr1	25848318	25848325	6.069945	+	25848325	25848325	0	0.000229253	8
Chr1	4585730	4585737	6.713596	-	4585737	4585737	0	0	8
Chr1	9241449	9241456	6.218132	-	9241456	9241456	0	0	8
Chr1	21530433	21530440	6.311918	+	21530440	21530440	0	0	8
Chr1	2939863	2939870	6.298513	-	2939870	2939870	0	0	8
Chr1	21072139	21072146	6.253515	+	21072146	21072146	0	0.00109408	8
Chr1	11092104	11092111	7.895152	-	11092111	11092111	0	0.020421	8
Chr1	6116151	6116158	6.226229	+	6116158	6116158	0	0.00376086	8
Chr1	29238030	29238037	6.713596	-	29238037	29238037	0	0	8
Chr1	22005709	22005716	6.226229	+	22005716	22005716	0	0.00449318	8
Chr1	17948927	17948934	8.648924	+	17948934	17948934	0	0.000222717	8
Chr1	8652321	8652328	6.374101	-	8652328	8652328	0	0	8
Chr1	7996342	7996349	6.120957	-	7996349	7996349	0	0	8
Chr1	17778549	17778556	7.789880	-	17778556	17778556	0	0	8
Chr1	527614	527621	7.895152	+	527621	527621	0	0.0552075	8
Chr1	4458684	4458691	6.253515	-	4458691	4458691	0	0	8
Chr1	23242956	23242963	8.060500	-	23242963	23242963	0	0	8
Chr1	4691953	4691960	6.143632	-	4691960	4691960	0	0	8
Chr1	23508544	23508551	6.971903	-	23508551	23508551	0	0	8
Chr1	5114667	5114674	7.895152	-	5114674	5114674	0	0	8
Chr1	29887728	29887735	6.024076	+	29887735	29887735	0	0.00223924	8
Chr1	25463628	25463635	6.300728	-	25463635	25463635	0	0	8
Chr1	22107668	22107675	6.024076	-	22107675	22107675	0.0393613	0.00574253	8
Chr1	20051013	20051020	6.453023	-	20051020	20051020	0	0.0586906	8
Chr1	15677077	15677084	6.410298	+	15677084	15677084	0	0	8
Chr1	13049380	13049387	6.300728	-	13049387	13049387	0	0	8
Chr1	6024633	6024640	7.895152	-	6024640	6024640	0	0	8
Chr1	12020429	12020436	7.031372	-	12020436	12020436	0	0.000241662	8
Chr1	4664378	4664385	7.031372	+	4664385	4664385	0	0.000223115	8
Chr1	15161189	15161196	7.036108	+	15161196	15161196	0	0.00369196	8
Chr1	13832477	13832484	6.253515	-	13832484	13832484	0	0.00267207	8
Chr1	19446454	19446461	7.031372	+	19446461	19446461	0.00757089	0.000946361	8
Chr1	6914938	6914945	7.789880	-	6914945	6914945	0	0	8
Chr1	22162920	22162927	6.226229	+	22162927	22162927	0	0	8
Chr1	21002654	21002661	7.228983	-	21002661	21002661	0	0	8
Chr1	19094377	19094384	6.218132	-	19094384	19094384	0	0	8
Chr1	12088453	12088460	6.311918	-	12088460	12088460	0	0.017754	8
Chr1	20099319	20099326	7.325449	+	20099326	20099326	0	0	8
Chr1	18399031	18399038	6.417191	+	18399038	18399038	0	0.0519366	8
Chr1	23739217	23739224	7.036108	+	23739224	23739224	0	0.00089948	8
Chr1	5826956	5826963	6.143632	-	5826963	5826963	0	0.012471	8
Chr1	3478121	3478128	6.374101	-	3478128	3478128	0	0	8
Chr1	11513537	11513544	6.218132	+	11513544	11513544	0	0.0163199	8
Chr1	21665323	21665330	6.088084	-	21665330	21665330	0	0.104324	8
Chr1	13143822	13143829	7.789880	-	13143829	13143829	0.00179131	0.000223914	8
Chr1	3805228	3805235	6.980001	-	3805235	3805235	0	0.0151724	8
Chr1	5510006	5510013	7.031372	+	5510013	5510013	0	0	8
Chr1	19307628	19307635	6.143632	-	19307635	19307635	0	0	8
Chr1	1316367	1316374	6.226229	+	1316374	1316374	0	0	8
Chr1	29248476	29248483	6.408830	-	29248483	29248483	0	0	8
Chr1	15319673	15319680	6.402200	+	15319680	15319680	0	0	7
Chr1	17967093	17967100	7.031372	+	17967100	17967100	0	0	8
Chr1	28432949	28432956	6.120957	+	28432956	28432956	0	0	8
Chr1	4177151	4177158	6.218132	+	4177158	4177158	0	0	8
Chr1	3713703	3713710	6.038360	-	3713710	3713710	0	0	8
Chr1	10466118	10466125	6.143893	-	10466125	10466125	0	0	8
Chr1	29395254	29395261	6.408830	-	29395261	29395261	0	0.00159019	8
Chr1	23583531	23583538	6.218132	+	23583538	23583538	0	0.000907843	8
Chr1	18564167	18564174	6.351067	-	18564174	18564174	0	0	8
Chr1	15366982	15366989	6.218132	+	15366989	15366989	0	0	7
Chr1	20924172	20924179	7.036108	+	20924179	20924179	0	0	8
Chr1	21415027	21415034	6.374101	-	21415034	21415034	0	0.00573236	8
Chr1	13397813	13397820	6.971903	-	13397820	13397820	0	0.0465653	8
Chr1	1140957	1140964	8.060500	-	1140964	1140964	0	0	8
Chr1	22423266	22423273	7.228983	+	22423273	22423273	0	0	8
