GO_acc	term_type	Term	queryitem	querytotal	bgitem	bgtotal	pvalue	FDR	entries
GO:0046148	P	pigment biosynthetic process	6	199	27	24075	2.6e-07	9.5e-06	// LOC_Os01g17170 // LOC_Os02g51080 // LOC_Os03g36540 // LOC_Os03g20700 // LOC_Os01g39960 // LOC_Os06g04150 
GO:0042440	P	pigment metabolic process	6	199	30	24075	4.5e-07	1.5e-05	// LOC_Os01g17170 // LOC_Os02g51080 // LOC_Os03g36540 // LOC_Os03g20700 // LOC_Os01g39960 // LOC_Os06g04150 
GO:0000160	P	two-component signal transduction system (phosphorelay)	7	199	51	24075	4.7e-07	1.5e-05	// LOC_Os12g04500 // LOC_Os07g49460 // LOC_Os03g17570 // LOC_Os09g36220 // LOC_Os02g40510 // LOC_Os02g35180 // LOC_Os04g57720 
GO:0018130	P	heterocycle biosynthetic process	8	199	79	24075	6e-07	1.7e-05	// LOC_Os01g17170 // LOC_Os02g51080 // LOC_Os03g04169 // LOC_Os03g36540 // LOC_Os03g20700 // LOC_Os03g21900 // LOC_Os10g35840 // LOC_Os06g04150 
GO:0050794	P	regulation of cellular process	38	199	1955	24075	7.8e-07	2.1e-05	// LOC_Os06g43090 // LOC_Os05g38140 // LOC_Os01g54600 // LOC_Os09g36220 // LOC_Os02g52780 // LOC_Os11g09280 // LOC_Os01g09120 // LOC_Os07g30300 // LOC_Os04g57720 // LOC_Os03g21710 // LOC_Os03g09170 // LOC_Os09g28310 // LOC_Os01g31690 // LOC_Os02g51670 // LOC_Os02g40510 // LOC_Os01g48446 // LOC_Os05g50930 // LOC_Os08g14450 // LOC_Os05g50700 // LOC_Os01g66890 // LOC_Os07g48200 // LOC_Os07g49460 // LOC_Os05g35170 // LOC_Os03g17570 // LOC_Os02g03280 // LOC_Os08g06630 // LOC_Os05g48820 // LOC_Os03g25400 // LOC_Os01g67480 // LOC_Os02g32590 // LOC_Os02g57270 // LOC_Os02g51850 // LOC_Os07g08460 // LOC_Os07g41370 // LOC_Os01g13460 // LOC_Os12g04500 // LOC_Os02g35180 // LOC_Os03g29970 
GO:0031323	P	regulation of cellular metabolic process	33	199	1593	24075	1.2e-06	2.5e-05	// LOC_Os06g43090 // LOC_Os05g38140 // LOC_Os01g54600 // LOC_Os09g36220 // LOC_Os02g52780 // LOC_Os01g09120 // LOC_Os04g57720 // LOC_Os03g21710 // LOC_Os03g09170 // LOC_Os09g28310 // LOC_Os01g31690 // LOC_Os02g51670 // LOC_Os02g40510 // LOC_Os01g48446 // LOC_Os05g50930 // LOC_Os08g14450 // LOC_Os05g50700 // LOC_Os01g66890 // LOC_Os07g48200 // LOC_Os07g49460 // LOC_Os05g35170 // LOC_Os03g17570 // LOC_Os08g06630 // LOC_Os05g48820 // LOC_Os01g67480 // LOC_Os02g32590 // LOC_Os02g57270 // LOC_Os07g08460 // LOC_Os07g41370 // LOC_Os01g13460 // LOC_Os12g04500 // LOC_Os02g35180 // LOC_Os03g29970 
GO:0045449	P	regulation of transcription	32	199	1513	24075	1.2e-06	2.5e-05	// LOC_Os06g43090 // LOC_Os05g38140 // LOC_Os01g54600 // LOC_Os09g36220 // LOC_Os02g52780 // LOC_Os01g09120 // LOC_Os04g57720 // LOC_Os03g21710 // LOC_Os03g09170 // LOC_Os09g28310 // LOC_Os02g51670 // LOC_Os02g40510 // LOC_Os01g48446 // LOC_Os05g50930 // LOC_Os08g14450 // LOC_Os05g50700 // LOC_Os01g66890 // LOC_Os07g48200 // LOC_Os07g49460 // LOC_Os05g35170 // LOC_Os03g17570 // LOC_Os08g06630 // LOC_Os05g48820 // LOC_Os01g67480 // LOC_Os02g32590 // LOC_Os02g57270 // LOC_Os07g08460 // LOC_Os07g41370 // LOC_Os01g13460 // LOC_Os12g04500 // LOC_Os02g35180 // LOC_Os03g29970 
GO:0019219	P	regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	32	199	1520	24075	1.3e-06	2.5e-05	// LOC_Os06g43090 // LOC_Os05g38140 // LOC_Os01g54600 // LOC_Os09g36220 // LOC_Os02g52780 // LOC_Os01g09120 // LOC_Os04g57720 // LOC_Os03g21710 // LOC_Os03g09170 // LOC_Os09g28310 // LOC_Os02g51670 // LOC_Os02g40510 // LOC_Os01g48446 // LOC_Os05g50930 // LOC_Os08g14450 // LOC_Os05g50700 // LOC_Os01g66890 // LOC_Os07g48200 // LOC_Os07g49460 // LOC_Os05g35170 // LOC_Os03g17570 // LOC_Os08g06630 // LOC_Os05g48820 // LOC_Os01g67480 // LOC_Os02g32590 // LOC_Os02g57270 // LOC_Os07g08460 // LOC_Os07g41370 // LOC_Os01g13460 // LOC_Os12g04500 // LOC_Os02g35180 // LOC_Os03g29970 
GO:0051171	P	regulation of nitrogen compound metabolic process	32	199	1520	24075	1.3e-06	2.5e-05	// LOC_Os06g43090 // LOC_Os05g38140 // LOC_Os01g54600 // LOC_Os09g36220 // LOC_Os02g52780 // LOC_Os01g09120 // LOC_Os04g57720 // LOC_Os03g21710 // LOC_Os03g09170 // LOC_Os09g28310 // LOC_Os02g51670 // LOC_Os02g40510 // LOC_Os01g48446 // LOC_Os05g50930 // LOC_Os08g14450 // LOC_Os05g50700 // LOC_Os01g66890 // LOC_Os07g48200 // LOC_Os07g49460 // LOC_Os05g35170 // LOC_Os03g17570 // LOC_Os08g06630 // LOC_Os05g48820 // LOC_Os01g67480 // LOC_Os02g32590 // LOC_Os02g57270 // LOC_Os07g08460 // LOC_Os07g41370 // LOC_Os01g13460 // LOC_Os12g04500 // LOC_Os02g35180 // LOC_Os03g29970 
GO:0051252	P	regulation of RNA metabolic process	21	199	740	24075	1.3e-06	2.5e-05	// LOC_Os03g09170 // LOC_Os12g04500 // LOC_Os01g66890 // LOC_Os07g48200 // LOC_Os07g49460 // LOC_Os08g06630 // LOC_Os03g17570 // LOC_Os09g36220 // LOC_Os09g28310 // LOC_Os02g52780 // LOC_Os02g51670 // LOC_Os02g40510 // LOC_Os01g09120 // LOC_Os05g48820 // LOC_Os05g50930 // LOC_Os04g57720 // LOC_Os08g14450 // LOC_Os07g41370 // LOC_Os02g32590 // LOC_Os03g29970 // LOC_Os02g35180 
GO:0006355	P	regulation of transcription, DNA-dependent	21	199	737	24075	1.2e-06	2.5e-05	// LOC_Os03g09170 // LOC_Os12g04500 // LOC_Os01g66890 // LOC_Os07g48200 // LOC_Os07g49460 // LOC_Os08g06630 // LOC_Os03g17570 // LOC_Os09g36220 // LOC_Os09g28310 // LOC_Os02g52780 // LOC_Os02g51670 // LOC_Os02g40510 // LOC_Os01g09120 // LOC_Os05g48820 // LOC_Os05g50930 // LOC_Os04g57720 // LOC_Os08g14450 // LOC_Os07g41370 // LOC_Os02g32590 // LOC_Os03g29970 // LOC_Os02g35180 
GO:0050789	P	regulation of biological process	38	199	2027	24075	1.8e-06	3.4e-05	// LOC_Os06g43090 // LOC_Os05g38140 // LOC_Os01g54600 // LOC_Os09g36220 // LOC_Os02g52780 // LOC_Os11g09280 // LOC_Os01g09120 // LOC_Os07g30300 // LOC_Os04g57720 // LOC_Os03g21710 // LOC_Os03g09170 // LOC_Os09g28310 // LOC_Os01g31690 // LOC_Os02g51670 // LOC_Os02g40510 // LOC_Os01g48446 // LOC_Os05g50930 // LOC_Os08g14450 // LOC_Os05g50700 // LOC_Os01g66890 // LOC_Os07g48200 // LOC_Os07g49460 // LOC_Os05g35170 // LOC_Os03g17570 // LOC_Os02g03280 // LOC_Os08g06630 // LOC_Os05g48820 // LOC_Os03g25400 // LOC_Os01g67480 // LOC_Os02g32590 // LOC_Os02g57270 // LOC_Os02g51850 // LOC_Os07g08460 // LOC_Os07g41370 // LOC_Os01g13460 // LOC_Os12g04500 // LOC_Os02g35180 // LOC_Os03g29970 
GO:0031326	P	regulation of cellular biosynthetic process	32	199	1564	24075	2.4e-06	3.7e-05	// LOC_Os06g43090 // LOC_Os05g38140 // LOC_Os01g54600 // LOC_Os09g36220 // LOC_Os02g52780 // LOC_Os01g09120 // LOC_Os04g57720 // LOC_Os03g21710 // LOC_Os03g09170 // LOC_Os09g28310 // LOC_Os02g51670 // LOC_Os02g40510 // LOC_Os01g48446 // LOC_Os05g50930 // LOC_Os08g14450 // LOC_Os05g50700 // LOC_Os01g66890 // LOC_Os07g48200 // LOC_Os07g49460 // LOC_Os05g35170 // LOC_Os03g17570 // LOC_Os08g06630 // LOC_Os05g48820 // LOC_Os01g67480 // LOC_Os02g32590 // LOC_Os02g57270 // LOC_Os07g08460 // LOC_Os07g41370 // LOC_Os01g13460 // LOC_Os12g04500 // LOC_Os02g35180 // LOC_Os03g29970 
GO:0065007	P	biological regulation	39	199	2125	24075	2.2e-06	3.7e-05	// LOC_Os06g43090 // LOC_Os02g53860 // LOC_Os05g38140 // LOC_Os01g54600 // LOC_Os09g36220 // LOC_Os02g52780 // LOC_Os11g09280 // LOC_Os01g09120 // LOC_Os07g30300 // LOC_Os04g57720 // LOC_Os03g21710 // LOC_Os03g09170 // LOC_Os09g28310 // LOC_Os01g31690 // LOC_Os02g51670 // LOC_Os02g40510 // LOC_Os01g48446 // LOC_Os05g50930 // LOC_Os08g14450 // LOC_Os05g50700 // LOC_Os01g66890 // LOC_Os07g48200 // LOC_Os07g49460 // LOC_Os05g35170 // LOC_Os03g17570 // LOC_Os02g03280 // LOC_Os08g06630 // LOC_Os05g48820 // LOC_Os03g25400 // LOC_Os01g67480 // LOC_Os02g32590 // LOC_Os02g57270 // LOC_Os02g51850 // LOC_Os07g08460 // LOC_Os07g41370 // LOC_Os01g13460 // LOC_Os12g04500 // LOC_Os02g35180 // LOC_Os03g29970 
GO:0009889	P	regulation of biosynthetic process	32	199	1564	24075	2.4e-06	3.7e-05	// LOC_Os06g43090 // LOC_Os05g38140 // LOC_Os01g54600 // LOC_Os09g36220 // LOC_Os02g52780 // LOC_Os01g09120 // LOC_Os04g57720 // LOC_Os03g21710 // LOC_Os03g09170 // LOC_Os09g28310 // LOC_Os02g51670 // LOC_Os02g40510 // LOC_Os01g48446 // LOC_Os05g50930 // LOC_Os08g14450 // LOC_Os05g50700 // LOC_Os01g66890 // LOC_Os07g48200 // LOC_Os07g49460 // LOC_Os05g35170 // LOC_Os03g17570 // LOC_Os08g06630 // LOC_Os05g48820 // LOC_Os01g67480 // LOC_Os02g32590 // LOC_Os02g57270 // LOC_Os07g08460 // LOC_Os07g41370 // LOC_Os01g13460 // LOC_Os12g04500 // LOC_Os02g35180 // LOC_Os03g29970 
GO:0010556	P	regulation of macromolecule biosynthetic process	32	199	1564	24075	2.4e-06	3.7e-05	// LOC_Os06g43090 // LOC_Os05g38140 // LOC_Os01g54600 // LOC_Os09g36220 // LOC_Os02g52780 // LOC_Os01g09120 // LOC_Os04g57720 // LOC_Os03g21710 // LOC_Os03g09170 // LOC_Os09g28310 // LOC_Os02g51670 // LOC_Os02g40510 // LOC_Os01g48446 // LOC_Os05g50930 // LOC_Os08g14450 // LOC_Os05g50700 // LOC_Os01g66890 // LOC_Os07g48200 // LOC_Os07g49460 // LOC_Os05g35170 // LOC_Os03g17570 // LOC_Os08g06630 // LOC_Os05g48820 // LOC_Os01g67480 // LOC_Os02g32590 // LOC_Os02g57270 // LOC_Os07g08460 // LOC_Os07g41370 // LOC_Os01g13460 // LOC_Os12g04500 // LOC_Os02g35180 // LOC_Os03g29970 
GO:0010468	P	regulation of gene expression	32	199	1577	24075	2.8e-06	4.2e-05	// LOC_Os06g43090 // LOC_Os05g38140 // LOC_Os01g54600 // LOC_Os09g36220 // LOC_Os02g52780 // LOC_Os01g09120 // LOC_Os04g57720 // LOC_Os03g21710 // LOC_Os03g09170 // LOC_Os09g28310 // LOC_Os02g51670 // LOC_Os02g40510 // LOC_Os01g48446 // LOC_Os05g50930 // LOC_Os08g14450 // LOC_Os05g50700 // LOC_Os01g66890 // LOC_Os07g48200 // LOC_Os07g49460 // LOC_Os05g35170 // LOC_Os03g17570 // LOC_Os08g06630 // LOC_Os05g48820 // LOC_Os01g67480 // LOC_Os02g32590 // LOC_Os02g57270 // LOC_Os07g08460 // LOC_Os07g41370 // LOC_Os01g13460 // LOC_Os12g04500 // LOC_Os02g35180 // LOC_Os03g29970 
GO:0019222	P	regulation of metabolic process	33	199	1664	24075	3.1e-06	4.5e-05	// LOC_Os06g43090 // LOC_Os05g38140 // LOC_Os01g54600 // LOC_Os09g36220 // LOC_Os02g52780 // LOC_Os01g09120 // LOC_Os04g57720 // LOC_Os03g21710 // LOC_Os03g09170 // LOC_Os09g28310 // LOC_Os01g31690 // LOC_Os02g51670 // LOC_Os02g40510 // LOC_Os01g48446 // LOC_Os05g50930 // LOC_Os08g14450 // LOC_Os05g50700 // LOC_Os01g66890 // LOC_Os07g48200 // LOC_Os07g49460 // LOC_Os05g35170 // LOC_Os03g17570 // LOC_Os08g06630 // LOC_Os05g48820 // LOC_Os01g67480 // LOC_Os02g32590 // LOC_Os02g57270 // LOC_Os07g08460 // LOC_Os07g41370 // LOC_Os01g13460 // LOC_Os12g04500 // LOC_Os02g35180 // LOC_Os03g29970 
GO:0006351	P	transcription, DNA-dependent	21	199	786	24075	3.3e-06	4.6e-05	// LOC_Os03g09170 // LOC_Os12g04500 // LOC_Os01g66890 // LOC_Os07g48200 // LOC_Os07g49460 // LOC_Os08g06630 // LOC_Os03g17570 // LOC_Os09g36220 // LOC_Os09g28310 // LOC_Os02g52780 // LOC_Os02g51670 // LOC_Os02g40510 // LOC_Os01g09120 // LOC_Os05g48820 // LOC_Os05g50930 // LOC_Os04g57720 // LOC_Os08g14450 // LOC_Os07g41370 // LOC_Os02g32590 // LOC_Os03g29970 // LOC_Os02g35180 
GO:0032774	P	RNA biosynthetic process	21	199	788	24075	3.4e-06	4.6e-05	// LOC_Os03g09170 // LOC_Os12g04500 // LOC_Os01g66890 // LOC_Os07g48200 // LOC_Os07g49460 // LOC_Os08g06630 // LOC_Os03g17570 // LOC_Os09g36220 // LOC_Os09g28310 // LOC_Os02g52780 // LOC_Os02g51670 // LOC_Os02g40510 // LOC_Os01g09120 // LOC_Os05g48820 // LOC_Os05g50930 // LOC_Os04g57720 // LOC_Os08g14450 // LOC_Os07g41370 // LOC_Os02g32590 // LOC_Os03g29970 // LOC_Os02g35180 
GO:0080090	P	regulation of primary metabolic process	32	199	1626	24075	5.2e-06	6.8e-05	// LOC_Os06g43090 // LOC_Os05g38140 // LOC_Os01g54600 // LOC_Os09g36220 // LOC_Os02g52780 // LOC_Os01g09120 // LOC_Os04g57720 // LOC_Os03g21710 // LOC_Os03g09170 // LOC_Os09g28310 // LOC_Os02g51670 // LOC_Os02g40510 // LOC_Os01g48446 // LOC_Os05g50930 // LOC_Os08g14450 // LOC_Os05g50700 // LOC_Os01g66890 // LOC_Os07g48200 // LOC_Os07g49460 // LOC_Os05g35170 // LOC_Os03g17570 // LOC_Os08g06630 // LOC_Os05g48820 // LOC_Os01g67480 // LOC_Os02g32590 // LOC_Os02g57270 // LOC_Os07g08460 // LOC_Os07g41370 // LOC_Os01g13460 // LOC_Os12g04500 // LOC_Os02g35180 // LOC_Os03g29970 
GO:0006350	P	transcription	32	199	1629	24075	5.4e-06	6.8e-05	// LOC_Os06g43090 // LOC_Os05g38140 // LOC_Os01g54600 // LOC_Os09g36220 // LOC_Os02g52780 // LOC_Os01g09120 // LOC_Os04g57720 // LOC_Os03g21710 // LOC_Os03g09170 // LOC_Os09g28310 // LOC_Os02g51670 // LOC_Os02g40510 // LOC_Os01g48446 // LOC_Os05g50930 // LOC_Os08g14450 // LOC_Os05g50700 // LOC_Os01g66890 // LOC_Os07g48200 // LOC_Os07g49460 // LOC_Os05g35170 // LOC_Os03g17570 // LOC_Os08g06630 // LOC_Os05g48820 // LOC_Os01g67480 // LOC_Os02g32590 // LOC_Os02g57270 // LOC_Os07g08460 // LOC_Os07g41370 // LOC_Os01g13460 // LOC_Os12g04500 // LOC_Os02g35180 // LOC_Os03g29970 
GO:0060255	P	regulation of macromolecule metabolic process	32	199	1640	24075	6.2e-06	7.6e-05	// LOC_Os06g43090 // LOC_Os05g38140 // LOC_Os01g54600 // LOC_Os09g36220 // LOC_Os02g52780 // LOC_Os01g09120 // LOC_Os04g57720 // LOC_Os03g21710 // LOC_Os03g09170 // LOC_Os09g28310 // LOC_Os02g51670 // LOC_Os02g40510 // LOC_Os01g48446 // LOC_Os05g50930 // LOC_Os08g14450 // LOC_Os05g50700 // LOC_Os01g66890 // LOC_Os07g48200 // LOC_Os07g49460 // LOC_Os05g35170 // LOC_Os03g17570 // LOC_Os08g06630 // LOC_Os05g48820 // LOC_Os01g67480 // LOC_Os02g32590 // LOC_Os02g57270 // LOC_Os07g08460 // LOC_Os07g41370 // LOC_Os01g13460 // LOC_Os12g04500 // LOC_Os02g35180 // LOC_Os03g29970 
GO:0044271	P	cellular nitrogen compound biosynthetic process	10	199	231	24075	3.2e-05	0.00038	// LOC_Os01g17170 // LOC_Os02g51080 // LOC_Os03g04140 // LOC_Os03g04169 // LOC_Os12g37960 // LOC_Os03g36540 // LOC_Os03g20700 // LOC_Os03g21900 // LOC_Os10g35840 // LOC_Os06g04150 
GO:0016070	P	RNA metabolic process	22	199	1088	24075	0.00012	0.0014	// LOC_Os09g36220 // LOC_Os02g52780 // LOC_Os01g09120 // LOC_Os04g57720 // LOC_Os03g09170 // LOC_Os09g28310 // LOC_Os02g51670 // LOC_Os02g40510 // LOC_Os05g50930 // LOC_Os08g14450 // LOC_Os01g66890 // LOC_Os07g48200 // LOC_Os07g49460 // LOC_Os02g39700 // LOC_Os03g17570 // LOC_Os08g06630 // LOC_Os05g48820 // LOC_Os02g32590 // LOC_Os07g41370 // LOC_Os12g04500 // LOC_Os02g35180 // LOC_Os03g29970 
GO:0023046	P	signaling process	10	199	279	24075	0.00014	0.0016	// LOC_Os12g04500 // LOC_Os07g30300 // LOC_Os07g49460 // LOC_Os03g17570 // LOC_Os09g36220 // LOC_Os03g25400 // LOC_Os02g40510 // LOC_Os01g09120 // LOC_Os02g35180 // LOC_Os04g57720 
GO:0023060	P	signal transmission	10	199	279	24075	0.00014	0.0016	// LOC_Os12g04500 // LOC_Os07g30300 // LOC_Os07g49460 // LOC_Os03g17570 // LOC_Os09g36220 // LOC_Os03g25400 // LOC_Os02g40510 // LOC_Os01g09120 // LOC_Os02g35180 // LOC_Os04g57720 
GO:0051188	P	cofactor biosynthetic process	6	199	94	24075	0.00018	0.0019	// LOC_Os01g17170 // LOC_Os02g51080 // LOC_Os03g36540 // LOC_Os03g20700 // LOC_Os03g21900 // LOC_Os06g04150 
GO:0051186	P	cofactor metabolic process	7	199	143	24075	0.00025	0.0025	// LOC_Os01g17170 // LOC_Os02g51080 // LOC_Os03g36540 // LOC_Os03g20700 // LOC_Os03g21900 // LOC_Os06g04150 // LOC_Os04g24140 
GO:0034641	P	cellular nitrogen compound metabolic process	12	199	435	24075	0.00034	0.0034	// LOC_Os01g51410 // LOC_Os01g17170 // LOC_Os02g51080 // LOC_Os03g04140 // LOC_Os03g04169 // LOC_Os12g37960 // LOC_Os03g36540 // LOC_Os03g20700 // LOC_Os03g21900 // LOC_Os10g35840 // LOC_Os06g04150 // LOC_Os04g24140 
GO:0046483	P	heterocycle metabolic process	10	199	312	24075	0.00034	0.0034	// LOC_Os01g17170 // LOC_Os02g51080 // LOC_Os03g17310 // LOC_Os03g52660 // LOC_Os03g04169 // LOC_Os03g36540 // LOC_Os03g20700 // LOC_Os03g21900 // LOC_Os10g35840 // LOC_Os06g04150 
GO:0010467	P	gene expression	35	199	2424	24075	0.00085	0.0082	// LOC_Os06g43090 // LOC_Os05g38140 // LOC_Os01g54600 // LOC_Os09g36220 // LOC_Os02g52780 // LOC_Os04g36859 // LOC_Os01g09120 // LOC_Os04g57720 // LOC_Os03g21710 // LOC_Os03g09170 // LOC_Os09g28310 // LOC_Os02g51670 // LOC_Os02g40510 // LOC_Os01g48446 // LOC_Os05g50930 // LOC_Os08g14450 // LOC_Os05g50700 // LOC_Os01g66890 // LOC_Os07g48200 // LOC_Os07g49460 // LOC_Os02g39700 // LOC_Os03g17570 // LOC_Os08g06630 // LOC_Os05g35170 // LOC_Os05g48820 // LOC_Os01g67480 // LOC_Os02g32590 // LOC_Os02g57270 // LOC_Os07g08460 // LOC_Os01g48690 // LOC_Os07g41370 // LOC_Os01g13460 // LOC_Os12g04500 // LOC_Os02g35180 // LOC_Os03g29970 
GO:0023052	P	signaling	11	199	447	24075	0.0015	0.014	// LOC_Os12g04500 // LOC_Os07g30300 // LOC_Os07g49460 // LOC_Os03g17570 // LOC_Os09g36220 // LOC_Os03g25400 // LOC_Os02g40510 // LOC_Os01g09120 // LOC_Os02g35180 // LOC_Os04g57720 // LOC_Os01g57560 
GO:0006457	P	protein folding	7	199	202	24075	0.0017	0.016	// LOC_Os07g14270 // LOC_Os04g32950 // LOC_Os02g35630 // LOC_Os03g20730 // LOC_Os01g67054 // LOC_Os05g06440 // LOC_Os03g61670 
GO:0065003	P	macromolecular complex assembly	6	199	169	24075	0.0033	0.029	// LOC_Os04g18090 // LOC_Os06g04030 // LOC_Os08g06630 // LOC_Os05g50930 // LOC_Os08g14450 // LOC_Os12g25120 
GO:0044237	P	cellular metabolic process	108	199	10696	24075	0.0034	0.03	// LOC_Os06g43090 // LOC_Os03g17310 // LOC_Os11g13860 // LOC_Os02g52780 // LOC_Os05g41640 // LOC_Os01g09120 // LOC_Os04g57720 // LOC_Os03g09170 // LOC_Os01g43100 // LOC_Os08g44680 // LOC_Os01g48446 // LOC_Os08g02630 // LOC_Os08g10020 // LOC_Os06g21590 // LOC_Os01g66890 // LOC_Os07g48200 // LOC_Os07g37240 // LOC_Os02g39700 // LOC_Os01g67480 // LOC_Os02g32590 // LOC_Os04g24140 // LOC_Os07g08460 // LOC_Os03g20730 // LOC_Os12g23200 // LOC_Os05g38140 // LOC_Os09g36220 // LOC_Os03g17700 // LOC_Os04g37920 // LOC_Os03g56160 // LOC_Os03g56670 // LOC_Os01g31690 // LOC_Os07g38960 // LOC_Os02g40510 // LOC_Os02g42570 // LOC_Os01g57560 // LOC_Os07g37550 // LOC_Os01g51410 // LOC_Os11g13890 // LOC_Os03g04140 // LOC_Os04g32950 // LOC_Os03g17570 // LOC_Os01g52240 // LOC_Os06g13870 // LOC_Os08g06630 // LOC_Os02g57270 // LOC_Os02g51080 // LOC_Os02g50970 // LOC_Os04g56110 // LOC_Os01g13460 // LOC_Os12g04500 // LOC_Os02g35180 // LOC_Os01g17170 // LOC_Os04g38410 // LOC_Os03g22370 // LOC_Os04g36859 // LOC_Os02g57160 // LOC_Os07g25430 // LOC_Os03g21900 // LOC_Os11g25860 // LOC_Os05g44100 // LOC_Os03g39610 // LOC_Os02g06930 // LOC_Os03g61670 // LOC_Os05g50700 // LOC_Os07g14270 // LOC_Os07g49460 // LOC_Os03g04169 // LOC_Os09g17740 // LOC_Os03g03720 // LOC_Os07g47640 // LOC_Os03g25400 // LOC_Os01g54600 // LOC_Os01g39960 // LOC_Os04g41160 // LOC_Os09g30340 // LOC_Os07g04840 // LOC_Os07g41370 // LOC_Os02g35630 // LOC_Os12g37960 // LOC_Os03g49620 // LOC_Os12g08770 // LOC_Os03g52460 // LOC_Os03g06410 // LOC_Os01g67054 // LOC_Os08g37800 // LOC_Os03g17520 // LOC_Os03g21710 // LOC_Os06g04150 // LOC_Os01g41710 // LOC_Os02g10390 // LOC_Os09g28310 // LOC_Os03g52660 // LOC_Os02g51670 // LOC_Os03g20700 // LOC_Os05g50930 // LOC_Os08g14450 // LOC_Os05g35170 // LOC_Os07g05480 // LOC_Os03g36540 // LOC_Os05g48820 // LOC_Os08g33820 // LOC_Os10g35840 // LOC_Os05g48630 // LOC_Os01g48690 // LOC_Os07g36080 // LOC_Os05g06440 // LOC_Os08g01270 // LOC_Os03g29970 
GO:0022607	P	cellular component assembly	6	199	172	24075	0.0036	0.031	// LOC_Os04g18090 // LOC_Os06g04030 // LOC_Os08g06630 // LOC_Os05g50930 // LOC_Os08g14450 // LOC_Os12g25120 
