GO_acc	term_type	Term	queryitem	querytotal	bgitem	bgtotal	pvalue	FDR	entries
GO:0006629	P	lipid metabolic process	34	628	141	5668	9.4e-05	0.0069	// Niben101Scf04410g08011.1 // Niben101Scf00495g01028.1 // Niben101Scf08195g07024.1 // Niben101Scf06091g07004.1 // Niben101Scf11991g01002.1 // Niben101Scf05372g02001.1 // Niben101Scf12205g01018.1 // Niben101Scf03330g00013.1 // Niben101Scf01386g02004.1 // Niben101Scf02436g00004.1 // Niben101Scf07072g01010.1 // Niben101Scf07935g00006.1 // Niben101Scf01395g01005.1 // Niben101Scf05912g02006.1 // Niben101Scf00246g04005.1 // Niben101Scf03114g06003.1 // Niben101Scf05880g03007.1 // Niben101Scf01822g13004.1 // Niben101Scf00774g01001.1 // Niben101Scf04038g01004.1 // Niben101Scf00491g04005.1 // Niben101Scf01232g03010.1 // Niben101Scf12205g01017.1 // Niben101Scf08804g01011.1 // Niben101Scf06909g04003.1 // Niben101Scf01553g01001.1 // Niben101Scf10436g01013.1 // Niben101Scf10575g00008.1 // Niben101Scf16082g00007.1 // Niben101Scf05078g01016.1 // Niben101Scf02819g02008.1 // Niben101Scf00271g09019.1 // Niben101Scf06249g03001.1 // Niben101Scf02764g05013.1 
GO:0018130	P	heterocycle biosynthetic process	14	628	35	5668	0.00021	0.013	// Niben101Scf10305g01003.1 // Niben101Scf03856g03009.1 // Niben101Scf09424g03005.1 // Niben101Scf09869g01021.1 // Niben101Scf00063g13014.1 // Niben101Scf15549g00002.1 // Niben101Scf12676g00006.1 // Niben101Scf01970g08013.1 // Niben101Scf00795g00009.1 // Niben101Scf01728g00004.1 // Niben101Scf07267g02006.1 // Niben101Scf04388g00011.1 // Niben101Scf03068g00024.1 // Niben101Scf10434g00020.1 
GO:0031323	P	regulation of cellular metabolic process	57	628	301	5668	0.00019	0.013	// Niben101Scf01639g04001.1 // Niben101Scf04664g02003.1 // Niben101Scf03298g04008.1 // Niben101Scf01357g00014.1 // Niben101Scf01830g01027.1 // Niben101Scf02608g03021.1 // Niben101Scf03923g03003.1 // Niben101Scf00799g05006.1 // Niben101Scf01173g00005.1 // Niben101Scf02511g05005.1 // Niben101Scf06378g04004.1 // Niben101Scf02029g00004.1 // Niben101Scf05555g00008.1 // Niben101Scf01177g01001.1 // Niben101Scf09703g03004.1 // Niben101Scf01477g01009.1 // Niben101Scf01721g08007.1 // Niben101Scf08811g00007.1 // Niben101Scf08341g10005.1 // Niben101Scf03070g06001.1 // Niben101Scf05943g00002.1 // Niben101Scf01961g02007.1 // Niben101Scf19517g00019.1 // Niben101Scf03115g03025.1 // Niben101Scf04099g08003.1 // Niben101Scf07817g01007.1 // Niben101Scf03150g06002.1 // Niben101Scf05883g00008.1 // Niben101Scf03662g00006.1 // Niben101Scf00577g11004.1 // Niben101Scf03576g01034.1 // Niben101Scf04990g00010.1 // Niben101Scf13758g00012.1 // Niben101Scf01775g01019.1 // Niben101Scf14115g01004.1 // Niben101Scf12159g09021.1 // Niben101Scf12245g00002.1 // Niben101Scf05411g02017.1 // Niben101Scf08721g01029.1 // Niben101Scf04313g01012.1 // Niben101Scf06249g04003.1 // Niben101Scf02207g11011.1 // Niben101Scf05584g02016.1 // Niben101Scf00872g03005.1 // Niben101Scf08149g01007.1 // Niben101Scf16007g00011.1 // Niben101Scf02044g08008.1 // Niben101Scf12983g01008.1 // Niben101Scf08544g01023.1 // Niben101Scf09153g02001.1 // Niben101Scf02264g01003.1 // Niben101Scf01326g00005.1 // Niben101Scf08060g00005.1 // Niben101Scf06117g01012.1 // Niben101Scf00090g02002.1 // Niben101Scf00530g06012.1 // Niben101Scf01888g06014.1 
GO:0016070	P	RNA metabolic process	53	628	276	5668	0.00024	0.014	// Niben101Scf00170g05001.1 // Niben101Scf01639g04001.1 // Niben101Scf04664g02003.1 // Niben101Scf01357g00014.1 // Niben101Scf01830g01027.1 // Niben101Scf03923g03003.1 // Niben101Scf03298g04008.1 // Niben101Scf01173g00005.1 // Niben101Scf02511g05005.1 // Niben101Scf06378g04004.1 // Niben101Scf04292g05001.1 // Niben101Scf01177g01001.1 // Niben101Scf09703g03004.1 // Niben101Scf01477g01009.1 // Niben101Scf01721g08007.1 // Niben101Scf08811g00007.1 // Niben101Scf08341g10005.1 // Niben101Scf03070g06001.1 // Niben101Scf01961g02007.1 // Niben101Scf03115g03025.1 // Niben101Scf04099g08003.1 // Niben101Scf03150g06002.1 // Niben101Scf05883g00008.1 // Niben101Scf03662g00006.1 // Niben101Scf00577g11004.1 // Niben101Scf03576g01034.1 // Niben101Scf04990g00010.1 // Niben101Scf13758g00012.1 // Niben101Scf01775g01019.1 // Niben101Scf14115g01004.1 // Niben101Scf12159g09021.1 // Niben101Scf12245g00002.1 // Niben101Scf05411g02017.1 // Niben101Scf04313g01012.1 // Niben101Scf06249g04003.1 // Niben101Scf02207g11011.1 // Niben101Scf05584g02016.1 // Niben101Scf00872g03005.1 // Niben101Scf08149g01007.1 // Niben101Scf16007g00011.1 // Niben101Scf02044g08008.1 // Niben101Scf03365g03011.1 // Niben101Scf08544g01023.1 // Niben101Scf07817g01007.1 // Niben101Scf02264g01003.1 // Niben101Scf01326g00005.1 // Niben101Scf08060g00005.1 // Niben101Scf05177g02002.1 // Niben101Scf06117g01012.1 // Niben101Scf00090g02002.1 // Niben101Scf00864g00004.1 // Niben101Scf00530g06012.1 // Niben101Scf12983g01008.1 
GO:0006778	P	porphyrin metabolic process	6	628	6	5668	0.00052	0.027	// Niben101Scf10305g01003.1 // Niben101Scf09424g03005.1 // Niben101Scf09869g01021.1 // Niben101Scf00063g13014.1 // Niben101Scf07267g02006.1 // Niben101Scf04388g00011.1 
GO:0006779	P	porphyrin biosynthetic process	6	628	6	5668	0.00052	0.027	// Niben101Scf10305g01003.1 // Niben101Scf09424g03005.1 // Niben101Scf09869g01021.1 // Niben101Scf00063g13014.1 // Niben101Scf07267g02006.1 // Niben101Scf04388g00011.1 
GO:0050794	P	regulation of cellular process	72	628	428	5668	0.00066	0.031	// Niben101Scf11693g00001.1 // Niben101Scf08811g00007.1 // Niben101Scf05201g09003.1 // Niben101Scf04664g02003.1 // Niben101Scf03298g04008.1 // Niben101Scf01357g00014.1 // Niben101Scf01830g01027.1 // Niben101Scf02608g03021.1 // Niben101Scf03747g04002.1 // Niben101Scf00799g05006.1 // Niben101Scf02264g01003.1 // Niben101Scf01173g00005.1 // Niben101Scf13962g01007.1 // Niben101Scf01639g04001.1 // Niben101Scf02511g05005.1 // Niben101Scf11767g02019.1 // Niben101Scf02249g03015.1 // Niben101Scf02029g00004.1 // Niben101Scf05555g00008.1 // Niben101Scf01177g01001.1 // Niben101Scf05411g02017.1 // Niben101Scf07078g00002.1 // Niben101Scf01477g01009.1 // Niben101Scf01721g08007.1 // Niben101Scf06378g04004.1 // Niben101Scf08341g10005.1 // Niben101Scf03070g06001.1 // Niben101Scf05009g02009.1 // Niben101Scf01961g02007.1 // Niben101Scf19517g00019.1 // Niben101Scf03115g03025.1 // Niben101Scf04099g08003.1 // Niben101Scf07817g01007.1 // Niben101Scf05943g00002.1 // Niben101Scf03150g06002.1 // Niben101Scf05883g00008.1 // Niben101Scf03662g00006.1 // Niben101Scf02827g08001.1 // Niben101Scf00577g11004.1 // Niben101Scf00209g00010.1 // Niben101Scf03576g01034.1 // Niben101Scf04990g00010.1 // Niben101Scf16007g00011.1 // Niben101Scf13758g00012.1 // Niben101Scf00090g07003.1 // Niben101Scf05405g08004.1 // Niben101Scf01775g01019.1 // Niben101Scf14115g01004.1 // Niben101Scf12159g09021.1 // Niben101Scf03461g05025.1 // Niben101Scf12245g00002.1 // Niben101Scf03923g03003.1 // Niben101Scf08721g01029.1 // Niben101Scf04313g01012.1 // Niben101Scf06249g04003.1 // Niben101Scf02207g11011.1 // Niben101Scf05584g02016.1 // Niben101Scf00872g03005.1 // Niben101Scf08149g01007.1 // Niben101Scf09703g03004.1 // Niben101Scf02044g08008.1 // Niben101Scf12983g01008.1 // Niben101Scf08544g01023.1 // Niben101Scf09153g02001.1 // Niben101Scf09203g01012.1 // Niben101Scf01326g00005.1 // Niben101Scf08060g00005.1 // Niben101Scf06117g01012.1 // Niben101Scf00090g02002.1 // Niben101Scf00530g06012.1 // Niben101Scf00539g07015.1 // Niben101Scf01888g06014.1 
GO:0019222	P	regulation of metabolic process	58	628	329	5668	0.00084	0.038	// Niben101Scf01639g04001.1 // Niben101Scf04664g02003.1 // Niben101Scf03298g04008.1 // Niben101Scf01357g00014.1 // Niben101Scf01830g01027.1 // Niben101Scf02608g03021.1 // Niben101Scf03923g03003.1 // Niben101Scf00799g05006.1 // Niben101Scf01173g00005.1 // Niben101Scf02511g05005.1 // Niben101Scf06378g04004.1 // Niben101Scf02029g00004.1 // Niben101Scf05555g00008.1 // Niben101Scf01177g01001.1 // Niben101Scf09703g03004.1 // Niben101Scf01477g01009.1 // Niben101Scf01721g08007.1 // Niben101Scf08811g00007.1 // Niben101Scf08341g10005.1 // Niben101Scf03070g06001.1 // Niben101Scf02581g03002.1 // Niben101Scf05943g00002.1 // Niben101Scf01961g02007.1 // Niben101Scf19517g00019.1 // Niben101Scf03115g03025.1 // Niben101Scf04099g08003.1 // Niben101Scf07817g01007.1 // Niben101Scf03150g06002.1 // Niben101Scf05883g00008.1 // Niben101Scf03662g00006.1 // Niben101Scf00577g11004.1 // Niben101Scf03576g01034.1 // Niben101Scf04990g00010.1 // Niben101Scf13758g00012.1 // Niben101Scf01775g01019.1 // Niben101Scf14115g01004.1 // Niben101Scf12159g09021.1 // Niben101Scf12245g00002.1 // Niben101Scf05411g02017.1 // Niben101Scf08721g01029.1 // Niben101Scf04313g01012.1 // Niben101Scf06249g04003.1 // Niben101Scf02207g11011.1 // Niben101Scf05584g02016.1 // Niben101Scf00872g03005.1 // Niben101Scf08149g01007.1 // Niben101Scf16007g00011.1 // Niben101Scf02044g08008.1 // Niben101Scf12983g01008.1 // Niben101Scf08544g01023.1 // Niben101Scf09153g02001.1 // Niben101Scf02264g01003.1 // Niben101Scf01326g00005.1 // Niben101Scf08060g00005.1 // Niben101Scf06117g01012.1 // Niben101Scf00090g02002.1 // Niben101Scf00530g06012.1 // Niben101Scf01888g06014.1 
GO:0050789	P	regulation of biological process	74	628	457	5668	0.0014	0.061	// Niben101Scf11693g00001.1 // Niben101Scf08811g00007.1 // Niben101Scf05201g09003.1 // Niben101Scf04664g02003.1 // Niben101Scf03298g04008.1 // Niben101Scf01357g00014.1 // Niben101Scf01830g01027.1 // Niben101Scf02608g03021.1 // Niben101Scf03747g04002.1 // Niben101Scf00799g05006.1 // Niben101Scf02264g01003.1 // Niben101Scf01173g00005.1 // Niben101Scf13962g01007.1 // Niben101Scf01639g04001.1 // Niben101Scf02511g05005.1 // Niben101Scf11767g02019.1 // Niben101Scf02249g03015.1 // Niben101Scf02029g00004.1 // Niben101Scf05555g00008.1 // Niben101Scf01177g01001.1 // Niben101Scf05411g02017.1 // Niben101Scf07078g00002.1 // Niben101Scf01477g01009.1 // Niben101Scf01721g08007.1 // Niben101Scf06378g04004.1 // Niben101Scf08341g10005.1 // Niben101Scf03070g06001.1 // Niben101Scf02581g03002.1 // Niben101Scf05009g02009.1 // Niben101Scf01961g02007.1 // Niben101Scf19517g00019.1 // Niben101Scf09644g01003.1 // Niben101Scf03115g03025.1 // Niben101Scf04099g08003.1 // Niben101Scf07817g01007.1 // Niben101Scf05943g00002.1 // Niben101Scf03150g06002.1 // Niben101Scf05883g00008.1 // Niben101Scf03662g00006.1 // Niben101Scf02827g08001.1 // Niben101Scf00577g11004.1 // Niben101Scf00209g00010.1 // Niben101Scf03576g01034.1 // Niben101Scf04990g00010.1 // Niben101Scf16007g00011.1 // Niben101Scf13758g00012.1 // Niben101Scf00090g07003.1 // Niben101Scf05405g08004.1 // Niben101Scf01775g01019.1 // Niben101Scf14115g01004.1 // Niben101Scf12159g09021.1 // Niben101Scf03461g05025.1 // Niben101Scf12245g00002.1 // Niben101Scf03923g03003.1 // Niben101Scf08721g01029.1 // Niben101Scf04313g01012.1 // Niben101Scf06249g04003.1 // Niben101Scf02207g11011.1 // Niben101Scf05584g02016.1 // Niben101Scf00872g03005.1 // Niben101Scf08149g01007.1 // Niben101Scf09703g03004.1 // Niben101Scf02044g08008.1 // Niben101Scf12983g01008.1 // Niben101Scf08544g01023.1 // Niben101Scf09153g02001.1 // Niben101Scf09203g01012.1 // Niben101Scf01326g00005.1 // Niben101Scf08060g00005.1 // Niben101Scf06117g01012.1 // Niben101Scf00090g02002.1 // Niben101Scf00530g06012.1 // Niben101Scf00539g07015.1 // Niben101Scf01888g06014.1 
GO:0006633	P	fatty acid biosynthetic process	8	628	17	5668	0.0022	0.088	// Niben101Scf03330g00013.1 // Niben101Scf01232g03010.1 // Niben101Scf07072g01010.1 // Niben101Scf01395g01005.1 // Niben101Scf08804g01011.1 // Niben101Scf05912g02006.1 // Niben101Scf05372g02001.1 // Niben101Scf03114g06003.1 
GO:0065007	P	biological regulation	75	628	478	5668	0.0028	0.11	// Niben101Scf11693g00001.1 // Niben101Scf08811g00007.1 // Niben101Scf05201g09003.1 // Niben101Scf04664g02003.1 // Niben101Scf03298g04008.1 // Niben101Scf01357g00014.1 // Niben101Scf01232g01005.1 // Niben101Scf02608g03021.1 // Niben101Scf03747g04002.1 // Niben101Scf00799g05006.1 // Niben101Scf02264g01003.1 // Niben101Scf01173g00005.1 // Niben101Scf13962g01007.1 // Niben101Scf01639g04001.1 // Niben101Scf02511g05005.1 // Niben101Scf11767g02019.1 // Niben101Scf02249g03015.1 // Niben101Scf02029g00004.1 // Niben101Scf05555g00008.1 // Niben101Scf01177g01001.1 // Niben101Scf05411g02017.1 // Niben101Scf07078g00002.1 // Niben101Scf01477g01009.1 // Niben101Scf01721g08007.1 // Niben101Scf06378g04004.1 // Niben101Scf08341g10005.1 // Niben101Scf03070g06001.1 // Niben101Scf02581g03002.1 // Niben101Scf05009g02009.1 // Niben101Scf01961g02007.1 // Niben101Scf19517g00019.1 // Niben101Scf09644g01003.1 // Niben101Scf03115g03025.1 // Niben101Scf04099g08003.1 // Niben101Scf07817g01007.1 // Niben101Scf05943g00002.1 // Niben101Scf03150g06002.1 // Niben101Scf05883g00008.1 // Niben101Scf03662g00006.1 // Niben101Scf02827g08001.1 // Niben101Scf00577g11004.1 // Niben101Scf00209g00010.1 // Niben101Scf03576g01034.1 // Niben101Scf04990g00010.1 // Niben101Scf16007g00011.1 // Niben101Scf13758g00012.1 // Niben101Scf00090g07003.1 // Niben101Scf05405g08004.1 // Niben101Scf01775g01019.1 // Niben101Scf14115g01004.1 // Niben101Scf12159g09021.1 // Niben101Scf03461g05025.1 // Niben101Scf12245g00002.1 // Niben101Scf03923g03003.1 // Niben101Scf08721g01029.1 // Niben101Scf04313g01012.1 // Niben101Scf06249g04003.1 // Niben101Scf02207g11011.1 // Niben101Scf05584g02016.1 // Niben101Scf00872g03005.1 // Niben101Scf08149g01007.1 // Niben101Scf09703g03004.1 // Niben101Scf02044g08008.1 // Niben101Scf12983g01008.1 // Niben101Scf08544g01023.1 // Niben101Scf09153g02001.1 // Niben101Scf09203g01012.1 // Niben101Scf01326g00005.1 // Niben101Scf08060g00005.1 // Niben101Scf06117g01012.1 // Niben101Scf00090g02002.1 // Niben101Scf01830g01027.1 // Niben101Scf00530g06012.1 // Niben101Scf00539g07015.1 // Niben101Scf01888g06014.1 
