TermID	Name	Value	UserValue_0	UserValue_1	UserValue_2	UserValue_3	UserValue_4	UserValue_5	UserValue_6	UserValue_7	UserValue_8	LogSize	Frequency	Uniqueness	Dispensability	PC_0	PC_1	PC3_0	PC3_1	PC3_2	Representative	Eliminated
"GO:0048569"	"post-embryonic animal organ development"	NaN	NaN	NaN	NaN	NaN	11	945	175	28362	0.039	3.60249406880728	0.0138610591393532	0.975827068631492	0	4.52054838390177	-6.93973209455879	1.87650889040303	-0.651494535347095	-6.43419685023008	null	False
"GO:0050896"	"response to stimulus"	NaN	NaN	NaN	NaN	NaN	325	945	6250	28362	9.9E-18	6.61817867937087	14.3743892503279	1	0	-6.5633068295174	0.895753289262879	-4.29884486177422	-1.16990166935389	-4.00436765904511	null	False
"GO:0065007"	"biological regulation"	NaN	NaN	NaN	NaN	269	945	6062	28362	2.7E-07	3.1E-05	6.84974535017356	24.4994376108119	1	0	-6.44646174478378	1.62635153708025	2.45235125886521	3.14021697826701	-6.02272782809958	null	False
"GO:2000028"	"regulation of photoperiodism, flowering"	NaN	NaN	NaN	NaN	NaN	NaN	6	945	42	28362	3.3807537708039	0.00831732801716874	0.925781121077158	0	0.119509124647604	3.40472757299815	-3.15878453207579	-4.53569020273813	2.30079368924815	null	False
"GO:0012501"	"programmed cell death"	NaN	NaN	NaN	NaN	NaN	11	945	147	28362	0.014	4.9495900288204	0.308315939487387	0.992523028128344	0.00687308	5.12689820880305	6.61643077810554	2.36140295589251	3.22704219931121	7.16670062362809	null	False
"GO:0009658"	"chloroplast organization"	NaN	NaN	NaN	NaN	11	945	150	28362	0.016	0.37	3.98091193777684	0.0331342680250989	0.98850889205876	0.0082366	-4.00348203180411	5.77783323788973	-5.20503008352008	-2.26808644294312	-2.03531033677392	null	False
"GO:0008219"	"cell death"	NaN	NaN	NaN	NaN	13	945	194	28362	0.017	0.4	4.96206138418769	0.317298099719084	0.992502527306537	0.00984985	-2.67074264098078	1.6303256415807	3.29237840477605	5.80871463651952	4.91789750772992	null	False
"GO:0007154"	"cell communication"	NaN	NaN	NaN	NaN	119	945	2223	28362	4.8E-07	5.3E-05	6.39100660091967	8.51956166642549	0.988919982093087	0.01382892	4.52469516414562	6.89585733732297	-0.492180911998962	-1.54236333743899	7.54235832498771	null	False
"GO:0046148"	"pigment biosynthetic process"	NaN	NaN	NaN	NaN	NaN	18	945	148	28362	7.5E-06	5.15197015301623	0.491335245210724	0.968297320527301	0.03064286	-5.09792746782779	4.60506967082335	-5.8617077743324	-1.98462575443478	-0.0259343679985615	null	False
"GO:0015995"	"chlorophyll biosynthetic process"	NaN	NaN	NaN	NaN	NaN	14	945	61	28362	1.1E-07	4.13991055587568	0.0477848154192042	0.892761155188514	0.80491522	null	null	null	null	null	46148	True
"GO:0042743"	"hydrogen peroxide metabolic process"	NaN	NaN	NaN	NaN	NaN	NaN	8	945	104	28362	4.5650091042126	0.127176862370763	0.964603948044384	0.0330147	-0.934500535421385	0.502999909598206	-5.87463690569037	-1.9196473503156	1.54779682643905	null	False
"GO:0009769"	"photosynthesis, light harvesting in photosystem II"	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	945	1.46239799789896	9.69546979520086E-05	0.942779052583907	0.03379467	-6.61349345997449	-0.226983301356811	-1.69021328039921	0.27726114333268	-5.98590248901753	null	False
"GO:0042440"	"pigment metabolic process"	NaN	NaN	NaN	NaN	NaN	20	945	181	28362	8.9E-06	5.18300491445475	0.527731346288351	0.974503444795528	0.03746353	-4.98067571584392	1.90294518594419	-5.26914347735877	-2.18227429914496	3.50381368585957	null	False
"GO:0006629"	"lipid metabolic process"	NaN	NaN	NaN	NaN	NaN	46	945	994	28362	0.02	6.11368637440351	4.49880186500672	0.953423448361817	0.05342437	-3.79983638117096	0.0716090596090871	-5.69313323899848	0.274853226260635	-1.06319780127738	null	False
"GO:0015979"	"photosynthesis"	NaN	NaN	NaN	67	945	253	28362	6.3E-35	2.7E-31	NaN	4.7982292651977	0.217587118211011	0.962727142356096	0.05417052	-3.84819851893736	2.01897201824416	2.64219664716436	-4.7510343317589	-4.78581127253333	null	False
"GO:0072593"	"reactive oxygen species metabolic process"	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12	945	169	4.88587550912419	0.266244525911784	0.961966273745806	0.05748951	-6.22429843444344	2.30554308413563	-0.36340479391067	-3.77638243123671	-5.33762770618057	null	False
"GO:0043094"	"cellular metabolic compound salvage"	NaN	NaN	NaN	NaN	NaN	NaN	7	945	95	28362	4.98328340642042	0.333188282179862	0.961081123032077	0.05959536	-4.17056606713095	4.25223408526319	0.826986179605443	2.14658587648819	-6.40933899973047	null	False
"GO:0006091"	"generation of precursor metabolites and energy"	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47	945	5.96241621989356	3.17560569937111	0.948890479777085	0.07573356	-6.17824398197146	-3.00131590605435	-4.15631328111893	1.50729530113263	-3.78029771355848	null	False
"GO:0044281"	"small molecule metabolic process"	NaN	NaN	NaN	NaN	NaN	NaN	66	945	1597	28362	6.64232431645611	15.1962015088436	0.957377929290129	0.07935438	-2.63112286664463	-0.0181546554253535	2.22901196539578	5.50632926089077	-4.14099189125429	null	False
"GO:0042157"	"lipoprotein metabolic process"	NaN	NaN	NaN	NaN	NaN	6	945	71	28362	0.038	4.89509642649535	0.271957927755384	0.934477090322399	0.08132607	0.888022915405293	-7.25667006835592	-4.21389205992399	1.29343780734324	4.4037477472532	null	False
"GO:0016051"	"carbohydrate biosynthetic process"	NaN	NaN	NaN	NaN	NaN	18	945	342	28362	0.045	5.52673978102338	1.16452633976936	0.91919357930595	0.09698387	-3.38095258342144	-6.06893419284852	0.586500081754937	6.63134977040512	2.58077106991667	null	False
"GO:2000024"	"regulation of leaf development"	NaN	NaN	NaN	NaN	NaN	NaN	5	945	52	28362	2.55750720190566	0.00124656040224011	0.923492604023493	0.11043812	-1.49197620118671	3.91796330430632	-2.94290127410689	-4.96969399752833	-0.680222351118898	null	False
"GO:0009058"	"biosynthetic process"	NaN	NaN	NaN	NaN	NaN	87	945	1735	28362	0.00016	6.82392739349176	23.0854399078764	0.953183481432796	0.11809225	-4.87692842984324	-1.08261183555403	0.510433551728619	4.56495183277396	-4.82433835697196	null	False
"GO:0010119"	"regulation of stomatal movement"	NaN	NaN	NaN	NaN	NaN	NaN	6	945	67	28362	3.36530074863799	0.00802646392331271	0.923000505912904	0.12136389	1.3839631237276	7.12755635967671	2.00067101191478	-6.53966170054995	-0.140180844225555	null	False
"GO:0005975"	"carbohydrate metabolic process"	NaN	NaN	NaN	NaN	NaN	NaN	29	945	613	28362	6.22597417368944	5.82619132132875	0.951473453954382	0.12325313	-5.96735790862514	-2.00642464906993	-5.10598030482971	1.13515460377444	-2.22210707714272	null	False
"GO:0006793"	"phosphorus metabolic process"	NaN	NaN	NaN	NaN	NaN	80	945	1751	28362	0.0036	6.58288433528234	13.2524156349561	0.935483085263656	0.12672262	-5.13362833505669	-3.62172687137035	-3.40555868575358	3.49116277158194	-2.97736633920425	null	False
"GO:0042548"	"regulation of photosynthesis, light reaction"	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9	945	26	3.23426412437879	0.00593501258177653	0.902480342588813	0.12965378	2.38532247994991	5.92773845104937	-0.0563242139073086	-4.82617622840422	4.78132592562192	null	False
"GO:1905156"	"negative regulation of photosynthesis"	NaN	NaN	NaN	NaN	NaN	NaN	5	945	17	28362	2.32633586092875	0.000730622902424065	0.896882539000753	0.8847294	null	null	null	null	null	42548	True
"GO:0042752"	"regulation of circadian rhythm"	NaN	NaN	NaN	NaN	NaN	NaN	6	945	55	28362	3.92127018550981	0.0288821119863466	0.918659878933873	0.13022169	-1.31346738650563	5.44112187595963	-2.11896177663411	-4.71827116495333	3.42069020875572	null	False
"GO:1901360"	"organic cyclic compound metabolic process"	NaN	NaN	NaN	NaN	NaN	NaN	NaN	185	945	4700	6.81496804656085	22.614073867776	0.942683667888715	0.13399193	-2.5731389965715	-1.72782604776766	-1.25513513183881	4.54887400655311	-3.73833198957528	null	False
"GO:2000241"	"regulation of reproductive process"	NaN	NaN	NaN	NaN	NaN	NaN	15	945	266	28362	4.32199174754726	0.0726744714505985	0.912388602062468	0.14857908	0.0655806387257143	6.82731460948378	1.58402791165146	-6.47312244669967	1.44411433726962	null	False
"GO:0072507"	"divalent inorganic cation homeostasis"	NaN	NaN	NaN	NaN	NaN	NaN	5	945	53	28362	4.52213111562549	0.11522027051261	0.904287019668392	0.15178009	-0.975327824904503	6.33847920328532	0.0967989458430699	-6.11208161755712	-0.861337957789451	null	False
"GO:0055074"	"calcium ion homeostasis"	NaN	NaN	NaN	NaN	NaN	5	945	34	28362	0.008	4.35374317075394	0.0781870385627269	0.907214259306926	0.77842753	null	null	null	null	null	72507	True
"GO:0033013"	"tetrapyrrole metabolic process"	NaN	NaN	NaN	NaN	NaN	15	945	98	28362	3.6E-06	5.37781784873621	0.826469546685193	0.919737255243136	0.15498709	-0.845541296037371	-6.97583520212446	-4.47874463809458	3.07316264304727	2.31817843102658	null	False
"GO:0001558"	"regulation of cell growth"	NaN	NaN	NaN	NaN	NaN	NaN	7	945	75	28362	4.31871011891834	0.0721273699407264	0.897694944064838	0.15798211	0.851252324860318	6.61494716524952	-1.04559781248127	-5.23508870051497	3.36080865235183	null	False
"GO:0045926"	"negative regulation of growth"	NaN	NaN	NaN	NaN	NaN	NaN	5	945	26	28362	4.04198450148679	0.0381378229729794	0.881992221084539	0.84463984	null	null	null	null	null	1558	True
"GO:0048638"	"regulation of developmental growth"	NaN	NaN	NaN	NaN	NaN	NaN	9	945	123	28362	4.26862476833587	0.0642705767388297	0.88908516582846	0.87486503	null	null	null	null	null	1558	True
"GO:0080167"	"response to karrikin"	NaN	NaN	NaN	NaN	NaN	11	945	128	28362	0.0055	2.07918124604762	0.000412057466296037	0.791590077144758	0.16141854	6.04354520884543	-3.12111367969566	5.8762547580352	0.712866838523168	-2.49071851279737	null	False
"GO:0040008"	"regulation of growth"	NaN	NaN	NaN	NaN	NaN	18	945	276	28362	0.0074	4.68529378138678	0.167762791467031	0.905758579109416	0.1677752	-0.0436344648852907	6.30770040889135	-1.76607046273452	-5.4004912967766	1.92305347030409	null	False
"GO:0010200"	"response to chitin"	NaN	NaN	NaN	NaN	NaN	13	945	134	28362	0.00098	2.46982201597816	0.00101802432849609	0.764216082116446	0.16883918	6.76298985424099	1.33645293621927	6.02998462011073	-0.0388828078253622	3.38762508318462	null	False
"GO:0043412"	"macromolecule modification"	NaN	NaN	NaN	NaN	110	945	2532	28362	0.0033	0.11	6.48943546521178	10.6867623284045	0.925965389505221	0.18074707	0.0581612789886145	-4.89194671623735	-2.51679153990355	3.93393577546448	4.14750997002265	null	False
"GO:0044238"	"primary metabolic process"	NaN	NaN	NaN	NaN	NaN	378	945	9890	28362	0.00071	7.14951839549343	48.857269422597	0.942753654353777	0.18129118	-3.8568484524613	-1.92021333397993	-0.0471251798464517	5.50234784918217	-3.29979531316378	null	False
"GO:0010109"	"regulation of photosynthesis"	NaN	NaN	NaN	NaN	NaN	12	945	39	28362	5.9E-08	3.31868926994775	0.00720927432628864	0.906965234059605	0.18772851	2.08759737440323	6.44644681797446	0.89536426457104	-5.16868426972545	4.60947395430708	null	False
"GO:0015994"	"chlorophyll metabolic process"	NaN	NaN	NaN	NaN	NaN	15	945	85	28362	7.5E-07	4.18732326937505	0.0532973825313327	0.919884688633365	0.19346283	-1.27497098213949	-7.36946137844354	-5.26681016217495	1.97998080302456	1.58874602804037	null	False
"GO:0006779"	"porphyrin-containing compound biosynthetic process"	NaN	NaN	NaN	NaN	NaN	NaN	14	945	68	28362	5.15752929560298	0.497665001919876	0.875980516437841	0.813867	null	null	null	null	null	15994	True
"GO:0006778"	"porphyrin-containing compound metabolic process"	NaN	NaN	NaN	NaN	NaN	NaN	15	945	97	28362	5.17944550239367	0.523423787565054	0.903633812738566	0.90116287	null	null	null	null	null	15994	True
"GO:0033014"	"tetrapyrrole biosynthetic process"	NaN	NaN	NaN	NaN	NaN	14	945	71	28362	5.4E-07	5.36136514313112	0.795745295437759	0.871192119357296	0.94309773	null	null	null	null	null	15994	True
"GO:0046483"	"heterocycle metabolic process"	NaN	NaN	NaN	NaN	NaN	178	945	4433	28362	0.0052	6.79835199121567	21.7652043231961	0.928733899728242	0.19551223	-4.56624768421426	-3.43373100143918	-2.51256683908088	4.50003598976849	-2.65498616819853	null	False
"GO:2000377"	"regulation of reactive oxygen species metabolic process"	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8	3.71307032585564	0.0178812164365776	0.900642340907414	0.19912529	1.97683259917748	5.34905955401837	1.20757635156127	-5.71650341147621	3.74762449655453	null	False
"GO:0031365"	"N-terminal protein amino acid modification"	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7	945	58	4.29012368827431	0.067532409791358	0.921225946466723	0.20922667	1.52934488091272	-7.09600503715961	-2.81347066011187	1.60519885104337	5.80154151222171	null	False
"GO:0050793"	"regulation of developmental process"	NaN	NaN	NaN	NaN	NaN	NaN	30	945	627	28362	5.56346684599764	1.26729139426292	0.884286326032605	0.21235416	0.704868610450951	4.88321229903503	0.294662146357493	-6.1680663614439	1.04925622025145	null	False
"GO:0043467"	"regulation of generation of precursor metabolites and energy"	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.87297163073844	0.0258418896719943	0.89781811552167	0.21417606	1.79049643575516	5.93014181043057	0.332639587015643	-5.44658590117468	3.92062623698471	null	False
"GO:0043170"	"macromolecule metabolic process"	NaN	NaN	NaN	NaN	NaN	299	945	8111	28362	0.024	6.98197875486396	33.2192280418472	0.937106156676199	0.22074906	-3.06299202789817	-2.30681758931704	-1.03208822686844	5.54721828785029	-2.41593047044921	null	False
"GO:0009611"	"response to wounding"	NaN	NaN	NaN	NaN	NaN	13	945	217	28362	0.036	4.54268852173513	0.120805553648203	0.799933810261104	0.22296919	5.27847645891327	-1.25494763899115	6.35989295252157	1.47444535904291	-0.0543625882266595	null	False
"GO:0006725"	"cellular aromatic compound metabolic process"	NaN	NaN	NaN	NaN	NaN	NaN	NaN	182	945	4588	6.79917410694751	21.8064446965036	0.928705101202389	0.22745967	-4.33315154009714	-3.25226256173758	-2.90083111473978	4.26645213644196	-2.49176190967499	null	False
"GO:0048583"	"regulation of response to stimulus"	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28	945	565	5.58987144361533	1.34673191856346	0.883477410231366	0.26333626	0.333216047874074	4.97209855027052	-0.545327053664145	-5.93629547575189	0.966636192746294	null	False
"GO:0006955"	"immune response"	NaN	NaN	NaN	NaN	19	945	333	28362	0.021	0.47	5.03994129831562	0.379619194495522	0.796552155176801	0.27022963	7.17524788077978	-0.523933649476931	6.36811883904949	-1.38283206425015	0.133745280268032	null	False
"GO:0045087"	"innate immune response"	NaN	NaN	NaN	NaN	NaN	19	945	323	28362	0.016	4.64094827614421	0.151477864878877	0.765002202851952	0.84999497	null	null	null	null	null	6955	True
"GO:0098656"	"anion transmembrane transport"	NaN	NaN	NaN	NaN	NaN	5	945	54	28362	0.041	5.50309443723087	1.10281813719069	0.983844174311306	0.27949918	-5.59507985097177	3.28195797656665	-2.79178448541992	-2.87233544531416	-4.61132669566105	null	False
"GO:0048519"	"negative regulation of biological process"	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46	945	848	5.87673095197637	2.60700102256042	0.873840468477929	0.28721586	0.0795782885181837	5.51773208623278	-0.747498970272972	-5.72663072000574	1.74984634806699	null	False
"GO:2000112"	"regulation of cellular macromolecule biosynthetic process"	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	132	945	5.62075009009761	1.4459719772529	0.848298311866397	0.28980629	1.12443738912558	5.54271000187643	0.172048745718484	-5.74338648301118	2.6686621171065	null	False
"GO:0071704"	"organic substance metabolic process"	NaN	NaN	NaN	NaN	NaN	NaN	401	945	10672	28362	7.19173874402534	53.8455159162044	0.941047976678038	0.29627397	-3.91823533849941	-2.26062216068753	-0.555083064647422	5.36632538635189	-3.20306889142378	null	False
"GO:0044237"	"cellular metabolic process"	NaN	NaN	NaN	NaN	NaN	396	945	9879	28362	5.5E-06	7.15953113085803	49.9967675996236	0.937535360638733	0.30147921	-4.28978158214506	-2.21729907533964	0.144873730152364	5.83125152811538	-2.88889486173652	null	False
"GO:0046777"	"protein autophosphorylation"	NaN	NaN	NaN	NaN	10	945	133	28362	0.018	0.41	4.2197678446584	0.0574318078654291	0.916548436406852	0.30708225	1.45049752400092	-6.39870478699926	-3.60902964885843	1.41432687328279	5.05378489325651	null	False
"GO:0048523"	"negative regulation of cellular process"	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30	945	594	5.79759365870923	2.17272015442667	0.839747751165794	0.30803202	0.651332406194484	5.81155207394714	0.418914770576185	-6.01336105151274	1.9014938996295	null	False
"GO:0045934"	"negative regulation of nucleobase-containing compound metabolic process"	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15	5.32886867385293	0.738375815592441	0.832701808745636	0.8130076	null	null	null	null	null	48523	True
"GO:0010558"	"negative regulation of macromolecule biosynthetic process"	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18	945	5.39414160998819	0.858125255566524	0.832848639783661	0.82723696	null	null	null	null	null	48523	True
"GO:0009890"	"negative regulation of biosynthetic process"	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20	945	360	5.41154058309465	0.893202080218447	0.8323049163335	0.83377565	null	null	null	null	null	48523	True
"GO:0051172"	"negative regulation of nitrogen compound metabolic process"	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20	5.58327927540597	1.326444148017	0.826520871852252	0.87393978	null	null	null	null	null	48523	True
"GO:0009892"	"negative regulation of metabolic process"	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29	945	521	5.71360561168615	1.79067016714678	0.82489584654072	0.90473687	null	null	null	null	null	48523	True
"GO:0031324"	"negative regulation of cellular metabolic process"	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25	945	5.60547851375494	1.39600914379756	0.823200835595471	0.91935013	null	null	null	null	null	48523	True
"GO:0009628"	"response to abiotic stimulus"	NaN	NaN	NaN	NaN	NaN	NaN	157	945	2022	28362	5.21731809101955	0.571118573621875	0.79443782233104	0.3093185	6.8922365430705	-0.67107065183434	6.49134498107896	-0.97045899416789	0.211893068151924	null	False
"GO:0044283"	"small molecule biosynthetic process"	NaN	NaN	NaN	NaN	NaN	NaN	33	945	653	28362	6.24701455281338	6.11540372265181	0.912825966482625	0.31116584	-3.50627691311308	-5.77556231967928	0.390780198378513	6.69584839897163	2.06536953300984	null	False
"GO:0071495"	"cellular response to endogenous stimulus"	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56	945	890	5.18872323463877	0.534725935212031	0.730608761714571	0.31951117	5.25977992558023	-0.565439021470961	6.35032621039001	-0.946491444610255	-0.180804658870092	null	False
"GO:0071395"	"cellular response to jasmonic acid stimulus"	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8	945	3.59835270986928	0.0137294777635612	0.700952997564844	0.70970822	null	null	null	null	null	71495	True
"GO:0009739"	"response to gibberellin"	NaN	NaN	NaN	NaN	NaN	13	945	152	28362	0.0028	3.6628522332648	0.0159282718064014	0.709248341140101	0.71725168	null	null	null	null	null	71495	True
"GO:0009740"	"gibberellic acid mediated signaling pathway"	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7	945	82	3.43616264704076	0.00944962038253684	0.647861616784876	0.7233585	null	null	null	null	null	71495	True
"GO:0009736"	"cytokinin-activated signaling pathway"	NaN	NaN	NaN	NaN	NaN	7	945	70	28362	0.012	4.08407556777867	0.0420194735588437	0.635848353261088	0.77074722	null	null	null	null	null	71495	True
"GO:0009735"	"response to cytokinin"	NaN	NaN	NaN	NaN	NaN	21	945	244	28362	0.00015	4.09548318582954	0.0431379152530758	0.712307995641923	0.77230711	null	null	null	null	null	71495	True
"GO:0009723"	"response to ethylene"	NaN	NaN	NaN	NaN	NaN	20	945	307	28362	0.005	4.10387210840306	0.0439793435245879	0.711967167339121	0.77345825	null	null	null	null	null	71495	True
"GO:0071396"	"cellular response to lipid"	NaN	NaN	NaN	NaN	NaN	NaN	26	945	409	28362	4.60408558688188	0.139150767567836	0.682834632831808	0.81523083	null	null	null	null	null	71495	True
"GO:0009733"	"response to auxin"	NaN	NaN	NaN	NaN	NaN	23	945	407	28362	0.013	4.61671701318963	0.143257491559661	0.689485313263526	0.85099964	null	null	null	null	null	71495	True
"GO:0032870"	"cellular response to hormone stimulus"	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56	945	879	5.00566088884624	0.350806335864855	0.659997771671304	0.92102509	null	null	null	null	null	71495	True
"GO:0009755"	"hormone-mediated signaling pathway"	NaN	NaN	NaN	NaN	NaN	52	945	821	28362	1.9E-05	4.91772076543377	0.286501132448185	0.588789130086622	0.93087348	null	null	null	null	null	71495	True
"GO:0009725"	"response to hormone"	NaN	NaN	NaN	NaN	NaN	111	945	1631	28362	4.9E-12	5.12367200836	0.460340905876137	0.66883781112213	0.94460875	null	null	null	null	null	71495	True
"GO:0071370"	"cellular response to gibberellin stimulus"	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7	945	85	3.46952747918701	0.0102044819594489	0.704305538294911	0.94743605	null	null	null	null	null	71495	True
"GO:0009753"	"response to jasmonic acid"	NaN	NaN	NaN	NaN	NaN	NaN	16	945	225	28362	3.66162340922923	0.0158832571252094	0.70749360354516	0.96279272	null	null	null	null	null	71495	True
"GO:0010476"	"gibberellin mediated signaling pathway"	NaN	NaN	NaN	NaN	NaN	NaN	7	945	83	28362	3.45377685969044	0.00984090184212887	0.647063997704822	0.99378112	null	null	null	null	null	71495	True
"GO:0071368"	"cellular response to cytokinin stimulus"	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7	945	72	4.08482641669743	0.0420921895823077	0.700243053027934	0.9963021	null	null	null	null	null	71495	True
"GO:0009719"	"response to endogenous stimulus"	NaN	NaN	NaN	NaN	NaN	NaN	118	945	1732	28362	5.26972303588463	0.644364385256833	0.792456151548866	0.32534781	6.35726838308347	-0.965880636181808	6.46732752610651	-1.02078971047349	0.579766746112991	null	False
"GO:0001101"	"response to acid chemical"	NaN	NaN	NaN	NaN	NaN	NaN	89	945	1181	28362	4.12270725431835	0.0459288254869801	0.763770573556327	0.33405082	6.96410911087862	0.443807768478974	6.22599291219362	0.869407823525484	2.30752554986968	null	False
"GO:0043543"	"protein acylation"	NaN	NaN	NaN	NaN	7	945	96	28362	0.049	0.87	4.77825981043468	0.207808544388994	0.913278886877285	0.33638585	1.15349842806214	-6.72174009891406	-2.99632405707442	2.18585602973398	5.36207632805054	null	False
"GO:0009607"	"response to biotic stimulus"	NaN	NaN	NaN	NaN	NaN	NaN	59	945	1253	28362	5.39092098347594	0.85178511085402	0.787720474348128	0.33860472	6.58514183689018	-0.771691042925164	6.50172741295413	-0.483777576576532	0.0668767087306869	null	False
"GO:0006497"	"protein lipidation"	NaN	NaN	NaN	NaN	6	945	70	28362	0.036	0.71	4.72787457615945	0.185044966376976	0.869573657493725	0.36358	-0.326647858741304	-6.28114843364985	-1.93830907698472	4.19342447976844	4.25034338547548	null	False
"GO:0006499"	"N-terminal protein myristoylation"	NaN	NaN	NaN	NaN	NaN	6	945	46	28362	0.0064	3.47465325336206	0.0103256753318889	0.893812953109748	0.77515108	null	null	null	null	null	6497	True
"GO:0018377"	"protein myristoylation"	NaN	NaN	NaN	NaN	6	945	48	28362	0.0077	0.2	3.47465325336206	0.0103256753318889	0.89469280797372	0.77515108	null	null	null	null	null	6497	True
"GO:0006498"	"N-terminal protein lipidation"	NaN	NaN	NaN	NaN	NaN	6	945	46	28362	0.0064	3.48657215051836	0.0106130767579609	0.893617527133596	0.79604297	null	null	null	null	null	6497	True
"GO:0042158"	"lipoprotein biosynthetic process"	NaN	NaN	NaN	NaN	NaN	6	945	70	28362	0.036	4.85014979000825	0.245219207127334	0.878596145697807	0.95767945	null	null	null	null	null	6497	True
"GO:0018298"	"protein-chromophore linkage"	NaN	NaN	NaN	NaN	21	945	46	28362	1.2E-15	6.6E-13	4.78879743013989	0.212854120453598	0.913091039343661	0.36770894	1.10056168084748	-6.87481547141412	-2.65226446566801	2.4048806817389	5.53432970362122	null	False
"GO:0022900"	"electron transport chain"	NaN	NaN	NaN	NaN	NaN	15	945	112	28362	1.5E-05	5.67243499828836	1.62871426955352	0.931254146493338	0.37187241	-6.44893924627258	-0.735439992634069	-2.15863024724665	0.968787362721054	-5.55028904600076	null	False
